jahr;Hid;pid;ln;pkzqu;lnpkzqu;hgew;alter;sex;rl070;K001010;K001020;K001030;K001060;K001070;K001080;K002010;K002020;K002030;K002060;K002070;K002080;K003000;K004000;K005000;K006000;K007000;K008000;K008010;K009000;K009010;K013010;K013020;K013030;K013040;K013050;k011000nu;k012000nu;K015000
2019;4856200;485620004;478;4;47804;1031,61729;15;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;4;31;2;-3;1;1;1;1;1;1;1;-3
2019;4860300;486030003;8932;3;893203;998,8811;2;1;730,07679;2;1;-3;2;2;2;-3;20;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;-2;1;-2;-3;6;6;2016
2019;4862100;486210003;2725;3;272503;393,86634;13;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;5;37;2;-3;1;1;1;1;1;1;1;-3
2019;4862100;486210004;2725;4;272504;393,86634;10;1;424,28725;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;-2;5;31;1;3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4862300;486230003;4969;3;496903;360,16242;9;1;330,78743;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;8;1;24;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4862300;486230004;4969;4;496904;360,16242;6;2;353,38782;-3;1;-3;2;2;1;-3;9;-3;-3;-3;8;-3;-3;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4863400;486340003;1082;3;108203;922,57946;2;2;674,30833;1;2;-3;2;2;1;20;-3;-3;-3;-3;8;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;4864701;486470102;3584;2;358402;772,51463;6;1;825,66499;-3;1;2;2;2;1;-3;20;-3;-3;-3;25;-3;-3;2;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;4865500;486550003;2142;3;214203;805,88912;3;2;942,62705;2;1;-3;2;2;2;-3;18;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;1;1;-3;1;1;-3
2019;4865500;486550004;2142;4;214204;805,88912;0;2;911,81744;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;1;1;-3;1;1;-3
2019;4865900;486590003;947;3;94703;330,23279;12;1;330,48358;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;6;5;29;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4865900;486590004;947;4;94704;330,23279;9;1;303,29888;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;1;8;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4865900;486590005;947;5;94705;330,23279;6;1;324,02117;-3;2;1;2;2;2;-3;-3;22;-3;-3;-3;-3;-3;1;8;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4866100;486610003;4790;3;479003;627,08073;11;2;675,51432;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;5;4;28;1;2;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4866100;486610004;4790;4;479004;627,08073;8;1;545,28701;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;5;1;24;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4866100;486610005;4790;5;479005;627,08073;6;2;670,22498;-3;2;2;2;2;1;-3;-3;-3;-3;-3;5;1;23;1;-2;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4866600;486660003;7235;3;723503;697,29987;6;1;745,27532;-3;1;2;2;2;2;-3;32;-3;-3;-3;-3;-3;-3;2;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;4866700;486670006;5649;3;564903;785,56613;15;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;7;38;2;-3;1;1;1;1;1;1;1;-3
2019;4867801;486780103;8595;3;859503;514,65846;1;2;582,3066;2;-3;-3;2;2;1;-3;-3;-3;-3;-3;4;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;4869000;486900002;1856;2;185602;448,72859;12;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;2;37;1;16;1;1;1;1;1;1;1;-3
2019;4870600;487060005;4835;5;483505;1061,22066;10;1;1143,18575;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;5;5;30;2;-3;-3;-3;-3;-3;-3;1;3;1;1;1;1;1;-3
2019;4870600;487060006;4835;6;483506;1061,22066;2;2;775,64044;2;2;-3;2;2;1;-3;-3;-3;-3;-3;10;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;1;1;1;1;1;-3
2019;4873700;487370003;2293;3;229303;373,09579;13;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;5;32;2;-3;1;1;1;1;1;1;1;-3
2019;4873700;487370004;2293;4;229304;373,09579;12;1; ;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;5;32;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4873900;487390003;7267;3;726703;424,20435;14;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;30;2;-3;1;1;1;1;1;1;1;-3
2019;4873900;487390004;7267;4;726704;424,20435;11;2;456,96845;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;5;30;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4874000;487400003;6393;3;639303;455,7698;3;1;333,11968;2;1;-3;2;2;2;-3;25;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;4875600;487560002;9034;2;903402;388,46543;11;2;418,46918;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;4;30;1; ;-3;-3;-3;-3;-3;1;1;1;1;1;6;6;2013
2019;4877500;487750003;7214;3;721403;517,09037;10;1;524,74716;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;1;23;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4877500;487750004;7214;4;721404;517,09037;8;1;449,64333;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;22;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4877500;487750005;7214;5;721405;517,09037;2;2;377,93855;2;1;-3;2;2;2;-3;25;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4877800;487780003;6185;3;618503;399,43909;15;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;4;32;2;-3;1;1;1;1;1;1;1;-3
2019;4879200;487920002;9159;2;915902;821,67645;14;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;24;2;-3;3;1;1;1;1;1;1;-3
2019;4880000;488000003;9019;3;901903;809,04953;7;2;793,83144;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;22;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;2;2;-3
2019;4880000;488000004;9019;4;901904;809,04953;6;1;864,71355;-3;2;2;2;2;2;-3;-3;-3;-3;-3;-3;1;22;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;2;2;-3
2019;4881700;488170003;5253;3;525303;483,33791;2;2;445,61202;1;2;-3;2;2;1;20;-3;-3;-3;-3;15;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;4882900;488290003;683;2;68302;389,14111;11;2;389,43663;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;1;5;25;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4882900;488290004;683;3;68303;389,14111;4;2;435,18292;-3;1;-3;2;2;1;-3;20;-3;-3;-3;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4883000;488300003;1917;3;191703;392,31206;14;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;5;32;2;-3;1;1;1;1;1;1;1;-3
2019;4883100;488310004;5587;4;558704;960,21051;15;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;4;36;2;-3;1;2;2;1;1;1;1;-3
2019;4883100;488310005;5587;5;558705;960,21051;8;1;834,96478;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;20;1;20;2;-3;-3;-3;-3;-3;-3;1;2;2;1;1;1;1;-3
2019;4883100;488310006;5587;6;558706;960,21051;1;1;885,26336;2;2;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;2;2;1;1;1;1;-3
2019;4883300;488330003;3253;3;325303;521,41328;15;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;7;42;2;-3;1;3;3;1;1;1;1;-3
2019;4886100;488610003;6439;3;643903;591,81763;14;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;31;2;-3;1;1;2;1;-3;1;1;-3
2019;4886100;488610004;6439;4;643904;591,81763;9;2;543,54876;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;1;5;-3;-3;-3;-3;-3;1;1;2;1;-3;1;1;-3
2019;4886300;488630004;5796;4;579604;1261,8909;5;1;1411,1934;-3;1;-3;2;2;2;-3;25;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;4886700;488670002;6025;3;602503;286,75182;10;2;308,89956;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;5;31;1;2;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4886700;488670003;6025;4;602504;286,75182;9;1;263,36424;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4886700;488670005;6025;5;602505;286,75182;0;1;343,09708;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4887700;488770003;4066;3;406603;447,02934;14;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;4;30;2;-3;1;1;1;1;1;1;1;-3
2019;4887700;488770004;4066;4;406604;447,02934;13;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;5;30;2;-3;1;1;1;1;1;1;1;-3
2019;4890200;489020002;4291;3;429103;189,36404;14;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;5;35;2;-3;1;1;1;1;1;1;1;-3
2019;4890700;489070003;999;3;99903;390,01142;2;1;359,56993;1;2;-3;2;2;1;20;-3;-3;-3;-3;4;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;1;3;-3;1;1;-3
2019;4891100;489110003;2495;3;249503;1028,68764;7;1;894,51005;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;5;1;22;1;4;-3;-3;-3;-3;-3;1;3;1;1;-3;1;1;-3
2019;4891100;489110004;2495;4;249504;1028,68764;5;2;1150,39836;-3;1;-3;2;2;1;-3;35;-3;-3;-3;5;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;1;1;-3;1;1;-3
2019;4892200;489220003;6446;3;644603;577,68228;6;1;617,42783;-3;1;2;2;2;1;-3;4;-3;-3;-3;8;-3;-3;2;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;4894100;489410003;1973;3;197303;1349,28688;6;2;1323,90701;-3;1;-3;2;2;2;-3;9;-3;-3;-3;-3;-3;-3;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4894100;489410004;1973;4;197304;1349,28688;2;2;986,18648;2;1;-3;2;2;2;-3;40;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4894800;489480003;5924;3;592403;503,85483;9;2;462,76024;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;23;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4895100;489510003;5471;3;547103;558,32866;4;2;653,06217;-3;1;-3;2;2;1;-3;20;-3;-3;-3;5;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;4895100;489510004;5471;4;547104;558,32866;1;2;631,71694;2;-3;-3;2;2;1;-3;-3;-3;-3;-3;5;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;4896400;489640003;2528;3;252803;328,75739;13;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;4;31;2;-3;1;1;1;1;1;1;1;-3
2019;4896400;489640004;2528;4;252804;328,75739;10;1;333,62545;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;4;30;1;5;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4897300;489730003;3937;3;393703;521,79187;9;2;479,23432;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;24;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4897300;489730004;3937;4;393704;521,79187;7;2;511,97705;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;21;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4897500;489750002;7791;2;779102;310,34889;11;2;334,31919;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;5;33;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4897900;489790003;298;3;29803;1102,3092;2;1;1016,27085;2;1;-3;2;2;1;-3;40;-3;-3;-3;1;-3;-3;-3;-3;-3;-3;-3;-3;-3;3;1;1;1;-3;1;1;-3
2019;4898600;489860003;2146;2;214602;1209,8805;3;2;884,29511;1;2;-3;2;1;1;45;-3;-3;-3;4;19;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;3;-3;1;6;2016
2019;4899700;489970003;3996;3;399603;434,95811;4;2;508,75893;-3;1;-3;2;2;1;-3;16;-3;-3;-3;4;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;4901500;490150003;998;3;99803;462,40855;9;1;469,25564;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;6;1;25;2;-3;-3;-3;-3;-3;-3;1;3;1;1;1;1;1;-3
2019;4901500;490150004;998;4;99804;462,40855;6;1;494,22306;-3;2;2;2;2;1;-3;-3;-3;-3;-3;6;1;21;2;-3;-3;-3;-3;-3;-3;1;3;1;1;1;1;1;-3
2019;4904300;490430003;2216;3;221603;360,40033;3;2;263,41465;1;2;-3;2;2;2;15;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;4904300;490430004;2216;4;221604;360,40033;0;1;431,21714;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;4904700;490470004;534;4;53404;425,10604;10;2;457,93979;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;5;4;28;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4905500;490550003;1800;3;180003;309,04272;10;2;313,61886;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;1;25;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4905500;490550004;1800;4;180004;309,04272;8;1;268,73252;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4905800;490580002;4601;2;460102;478,80797;6;2;511,7508;-3;1;2;2;2;1;-3;30;-3;-3;-3;15;-3;-3;2;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;4906501;490650103;6440;3;644003;446,52595;0;1;505,21857;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;-3
2019;4911900;491190003;1395;2;139502;812,01377;6;1;867,88173;-3;2;1;2;2;2;-3;-3;20;-3;-3;-3;-3;-3;2;-3;-3;-3;-3;-3;-3;1;2;1;1;-3;1;1;-3
2019;4911900;491190004;1395;3;139503;812,01377;5;2;908,08839;-3;1;-3;2;2;2;-3;20;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;2;1;1;-3;1;1;-3
2019;4913500;491350005;3065;5;306505;873,48837;13;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;5;30;2;-3;1;1;1;1;1;1;1;-3
2019;4919800;491980003;4771;3;477103;601,7523;11;1;648,2296;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;5;30;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4919800;491980004;4771;4;477104;601,7523;11;2;648,2296;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;5;30;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4921500;492150002;9269;2;926902;474,11859;8;2;435,4493;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;1;20;-3;-3;-3;-3;-3;1;2;1;1;1;1;1;-3
2019;4925100;492510003;5299;3;529903;1723,91113;15;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;2;-3;-3;-3;-3;1;3;1;1;1;2;2;-3
2019;4925100;492510004;5299;4;529904;1723,91113;9;1;1583,30828;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;22;1;2;-3;-3;-3;-3;-3;1;3;1;1;1;2;2;-3
2019;4925100;492510005;5299;5;529905;1723,91113;4;2;2016,41295;-3;1;-3;2;2;2;-3;20;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;1;1;1;2;2;-3
2019;4925400;492540004;7741;4;774104;1346,02283;15;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;4;40;2;-3;1;1;1;1;1;1;1;-3
2019;4925400;492540005;7741;5;774105;1346,02283;10;1;1449,98507;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;5;30;1;15;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4925700;492570003;7935;3;793503;533,74897;5;1;570,47183;-3;1;-3;2;2;1;-3;25;-3;-3;-3;12;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;4926600;492660003;3917;3;391703;617,59826;0;1;698,7771;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;-3
2019;4929100;492910003;642;3;64203;1052,17686;15;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;2;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;4929300;492930003;3529;3;352903;696,58132;10;2;750,3829;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;4;28;1;3;-3;-3;-3;-3;-3;1;1;1;2;1;1;1;-3
2019;4929300;492930004;3529;4;352904;696,58132;7;1;605,72225;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;24;1;2;-3;-3;-3;-3;-3;1;1;1;2;1;1;1;-3
2019;4930900;493090003;7890;3;789003;489,81562;4;1;547,76889;-3;1;-3;2;2;1;-3;25;-3;-3;-3;8;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;4930900;493090004;7890;4;789004;489,81562;3;1;358,00359;2;1;-3;2;2;1;-3;25;-3;-3;-3;8;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;4946100;494610003;8416;3;841603;258,62658;7;2;253,76186;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;4;1;20;1;15;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4946100;494610004;8416;4;841604;258,62658;5;1;289,22637;-3;1;-3;2;2;1;-3;4;-3;-3;-3;4;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4946300;494630003;6087;3;608703;302,3777;6;1;296,69002;-3;1;-3;2;2;1;-3;20;-3;-3;-3;3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4946300;494630004;6087;4;608704;302,3777;4;1;353,68314;-3;1;-3;2;2;1;-3;30;-3;-3;-3;3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4947200;494720003;5444;3;544403;799,10865;9;1;733,93305;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;1;20;-3;-3;-3;-3;-3;1;1;1;1;1;6;6;-3
2019;4947200;494720004;5444;4;544404;799,10865;4;2;934,69612;-3;1;-3;2;2;2;-3;40;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;6;6;-3
2019;4949600;494960003;9069;3;906903;682,68441;8;1;593,63799;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;24;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4949600;494960004;9069;4;906904;682,68441;7;1;669,84323;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;21;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4951600;495160003;988;3;98803;310,63843;11;2;334,63109;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;3;25;1;3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4959600;495960003;4520;3;452003;326,29478;9;1;299,68206;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;24;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4960900;496090003;3896;3;389603;311,63631;0;1;372,87124;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;-3
2019;4962700;496270003;5142;3;514203;483,74901;8;1;420,65087;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4964000;496400002;7646;2;764602;284,1762;12;1;284,39201;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;5;30;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4964000;496400003;7646;3;764603;284,1762;11;2;306,12501;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;5;28;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4964900;496490003;3040;3;304003;376,37282;4;1;440,23327;-3;1;-3;2;1;2;-3;25;-3;-3;8;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;4967500;496750002;3792;2;379202;296,86794;5;2;331,99231;-3;1;-3;2;2;1;-3;30;-3;-3;-3;10;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;1;1;-3
2019;4968100;496810003;3568;3;356803;467,93959;2;1;431,41558;2;2;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;3;3;1;3;-3;1;1;-3
2019;4969700;496970003;2818;3;281803;307,49511;14;1; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;30;2;-3;1;1;1;1;1;1;1;-3
2019;4970200;497020003;3098;3;309803;476,56861;0;1;570,21189;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;-3
2019;4971700;497170002;8370;2;837002;279,31571;10;1;300,88911;-3;-3;-3;2;1;1;-3;-3;-3;-3;1;1;5;28;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4972900;497290003;3804;3;380403;531,92907;15;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;7;45;2;-3;1;1;1;3;1;1;1;-3
2019;4974300;497430003;3252;3;325203;862,24384;1;1;794,94326;2;1;-3;2;2;2;-3;35;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;-3;2;2;-3
2019;4974500;497450004;3832;3;383203;1968,6557;7;1;1711,87272;-3;-3;-3;2;2;1;-3;-3;-3;-3;-3;6;1;24;1;23;-3;-3;-3;-3;-3;1;3;1;1;1;1;1;-3
2019;4974500;497450005;3832;4;383204;1968,6557;6;2;2104,10266;-3;1;2;2;2;1;-3;40;-3;-3;-3;6;-3;-3;2;-3;-3;-3;-3;-3;-3;1;3;1;1;1;1;1;-3
2019;4975300;497530004;5631;4;563104;1208,01876;15;2; ;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;4;35;2;-3;1;1;1;1;1;1;1;-3
2019;4975300;497530005;5631;5;563105;1208,01876;11;2;1208,93616;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;4;32;2;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4975900;497590003;4698;3;469803;566,68375;8;1;492,76796;-3;-3;2;2;2;1;-3;-3;-3;-3;-3;1;1;23;1;18;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4975900;497590004;4698;4;469804;566,68375;6;2;605,67259;-3;2;2;2;2;1;-3;-3;-3;-3;-3;1;1;23;1;18;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4975900;497590005;4698;5;469805;566,68375;0;1;678,0342;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;1;1;1;1;1;1;-3
2019;4977700;497770003;687;3;68703;1297,59118;10;1;1316,80521;-3;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;1;25;2;-3;-3;-3;-3;-3;-3;2;2;2;1;1;6;6;2016
2019;4977700;497770004;687;4;68704;1297,59118;8;1;1128,33897;-3;-3;2;2;2;2;-3;-3;-3;-3;-3;-3;1;25;2;-3;-3;-3;-3;-3;-3;2;2;2;1;1;6;6;2016
2019;4977700;497770005;687;5;68705;1297,59118;0;1;1552,56118;2;-3;-3;2;2;2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;2;2;2;1;1;6;6;-3
2019;4980000;498000003;486;3;48603;1210,20686;3;2;884,53364;2;1;-3;2;2;2;-3;25;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1;3;1;1;-3;6;6;-3
