jahr;Hid;pid;ln;pkzqu;lnpkzqu;hgew;alter;r000000;r002000nu;sex;r004000;r005000;r006000;R007000;epinc;epinc10;epinc4;epinc5;epinc3;activity;wi;jobless;arose;deprived4;povmd60
2019;4980000;498000001;486;1;48601;1210,20686;27;1;1991;1; ; ;2;3;14525,2476190476;2;1;1;1;2;3;0;1;1;1
2019;4980000;498000002;486;2;48602;1210,20686;22;1;1996;2; ; ;1;3;14525,2476190476;2;1;1;1;-9;3;0;1;1;1
2019;4980000;498000003;486;3;48603;1210,20686;3;1;2015;2;1;2; ;-3;14525,2476190476;2;1;1;1; ;3;0;1;1;1
2019;4980000;498000004;486;4;48604;1210,20686;2;1;2016;2;1;2; ;-3;14525,2476190476;2;1;1;1; ;3;0;1;1;1
2019;4980100;498010001;5893;1;589301;625,44466;59;1;1959;1; ; ; ;1;31306,72;7;3;4;2;1;3;0;0;0;0
2019;4980600;498060001;7169;1;716901;1191,5725;60;2;1958;1; ; ; ;4;21786,48;4;2;2;2;-9;-1;-3;0;0;0
2019;4980600;498060002;7169;2;716902;1191,5725;51;2;1967;1; ; ; ;2;21786,48;4;2;2;2;1;3;0;0;0;0
2019;4980800;498080001;3970;1;397001;1201,95327;44;1;1974;1; ; ;2;2;43270,6266666667;9;4;5;3;1;3;0;0;0;0
2019;4980800;498080002;3970;2;397002;1201,95327;36;1;1982;2; ; ;1;1;43270,6266666667;9;4;5;3;1;3;0;0;0;0
2019;4980900;498090001;1883;1;188301;1216,67604;61;1;1957;1; ; ; ;4;21;1;1;1;1;3;-1;-3;1;0;1
2019;4981600;498160001;8021;1;802101;892,9133;51;1;1967;1; ; ;2;1;43350,09;9;4;5;3;1;3;0;0;0;0
2019;4981600;498160002;8021;2;802102;892,9133;49;1;1969;2; ; ;1;1;43350,09;9;4;5;3;1;3;0;0;0;0
2019;4981600;498160003;8021;3;802103;892,9133;19;1;1999;2;1;2; ;5;43350,09;9;4;5;3;4;3;0;0;0;0
2019;4982000;498200001;3155;1;315501;517,64811;77;1;1941;1; ; ;2;4;32546,2866666667;8;3;4;2;3;-1;-3;0;0;0
2019;4982000;498200002;3155;2;315502;517,64811;67;1;1951;2; ; ;1;4;32546,2866666667;8;3;4;2;3;-1;-3;0;0;0
2019;4982300;498230001;1910;1;191001;484,59013;44;1;1974;2; ; ; ;1;28812,09;7;3;4;2;1;3;0;0;0;0
2019;4982400;498240001;6516;1;651601;395,43462;66;1;1952;1; ; ;2;4;47655,16;10;4;5;3;3;-1;-3;0;0;0
2019;4982400;498240002;6516;2;651602;395,43462;59;1;1959;2; ; ;1;1;47655,16;10;4;5;3;1;3;0;0;0;0
2019;4982600;498260001;961;1;96101;493,63403;58;1;1960;2; ; ;2;1;16646,0466666667;2;1;1;1;1;3;0;0;0;0
2019;4982600;498260002;961;2;96102;493,63403;54;1;1964;1; ; ;1;2;16646,0466666667;2;1;1;1;1;3;0;0;0;0
2019;4983600;498360001;477;1;47701;173,09981;50;1;1968;2; ; ; ;1;44370,1923076923;9;4;5;3;1;3;0;0;0;0
2019;4983600;498360002;477;2;47702;173,09981;4;1;2014;2; ;1; ;-3;44370,1923076923;9;4;5;3; ;3;0;0;0;0
2019;4983700;498370001;2742;1;274201;1210,929;80;2;1938;1; ; ;2;4;45711,392;10;4;5;3;3;-1;-3;0;0;0
2019;4983700;498370002;2742;2;274202;1210,929;78;2;1940;2; ; ;1;4;45711,392;10;4;5;3;3;-1;-3;0;0;0
2019;4983700;498370005;2742;3;274203;1210,929;26;2;1992;2; ; ; ;1;45711,392;10;4;5;3;1;3;0;0;0;0
2019;4983700;498370006;2742;4;274204;1210,929;50;2;1968;2;1;2; ;1;45711,392;10;4;5;3;1;3;0;0;0;0
2019;4984300;498430001;2247;1;224701;567,51858;62;1;1956;1; ; ;2;4;26222,3666666667;6;3;3;2;3;-1;-3;0;0;0
2019;4984300;498430002;2247;2;224702;567,51858;58;1;1960;2; ; ;1;5;26222,3666666667;6;3;3;2;-9;1;1;1;0;0
2019;4984400;498440001;7973;1;797301;381,21161;55;1;1963;1; ; ;2;2;40303,8133333333;9;4;5;3;1;3;0;0;0;0
2019;4984400;498440002;7973;2;797302;381,21161;49;1;1969;2; ; ;1;1;40303,8133333333;9;4;5;3;1;3;0;0;0;0
2019;4984500;498450001;6417;1;641701;287,55255;61;1;1957;2; ; ; ;4;28242,9333333333;6;3;3;2;3;-1;-3;0;0;0
2019;4984500;498450002;6417;2;641702;287,55255;40;1;1978;1; ;1; ;1;28242,9333333333;6;3;3;2;1;3;0;0;0;0
2019;4984900;498490001;1437;1;143701;420,01568;44;2;1974;2; ; ;2;1;43809,9666666667;9;4;5;3;1;3;0;0;0;0
2019;4984900;498490002;1437;2;143702;420,01568;41;2;1977;1; ; ;1;1;43809,9666666667;9;4;5;3;1;3;0;0;0;0
2019;4984900;498490003;1437;3;143703;420,01568;5;2;2013;1;2;1; ;-3;43809,9666666667;9;4;5;3; ;3;0;0;0;0
2019;4985200;498520001;8359;1;835901;700,79654;55;1;1963;1; ; ; ;1;29313,51;7;3;4;2;1;3;0;0;0;0
2019;4985400;498540001;5754;1;575401;556,94851;40;1;1978;2; ; ; ;1;31322,05;7;3;4;2;1;3;0;1;1;0
2019;4986000;498600001;4694;1;469401;634,45191;72;1;1946;1; ; ; ;4;19310,02;3;2;2;2;3;-1;-3;0;0;0
2019;4986500;498650001;8868;1;886801;716,13725;44;1;1974;2; ; ;2;2;93809,05;10;4;5;3;1;3;0;0;0;0
2019;4986500;498650002;8868;2;886802;716,13725;42;1;1976;1; ; ;1;2;93809,05;10;4;5;3;1;3;0;0;0;0
2019;4986500;498650003;8868;3;886803;716,13725;3;1;2015;2;2;1; ;-3;93809,05;10;4;5;3; ;3;0;0;0;0
2019;4986600;498660001;7397;1;739701;433,89981;63;1;1955;1; ; ;2;4;28746,28;7;3;4;2;3;-1;-3;0;0;0
2019;4986600;498660002;7397;2;739702;433,89981;59;1;1959;2; ; ;1;1;28746,28;7;3;4;2;1;3;0;0;0;0
2019;4987000;498700001;4515;1;451501;687,89583;75;1;1943;2; ; ; ;4;22915,08;4;2;2;2;3;-1;-3;0;0;0
2019;4987300;498730001;339;1;33901;718,53272;71;2;1947;2; ; ; ;4;22490,9733333333;4;2;2;2;3;-1;-3;0;0;0
2019;4987300;498730002;339;2;33902;718,53272;28;2;1990;1; ;1; ;1;22490,9733333333;4;2;2;2;4;1;1;1;0;0
2019;4987600;498760001;17;1;1701;606,39532;68;1;1950;2; ; ; ;4;12502,1;1;1;1;1;3;-1;-3;1;0;1
2019;4988700;498870001;5732;1;573201;557,43661;67;1;1951;2; ; ; ;4;33528,62;8;3;4;2;3;-1;-3;0;0;0
2019;4988800;498880001;6687;1;668701;1381,354;42;1;1976;1; ; ; ;3;9859,2125;1;1;1;1;2;2;1;1;1;1
2019;4988800;498880004;6687;2;668702;1381,354;12;1;2006;1;1; ; ;-3;9859,2125;1;1;1;1; ;2;1;1;1;1
2019;4988800;498880005;6687;3;668703;1381,354;9;1;2009;1;1; ; ;-3;9859,2125;1;1;1;1; ;2;1;1;1;1
2019;4989200;498920001;6530;1;653001;531,26341;33;1;1985;1; ; ;2;1;25055,9466666667;5;2;3;2;1;3;0;0;0;0
2019;4989200;498920002;6530;2;653002;531,26341;26;1;1992;2; ; ;1;3;25055,9466666667;5;2;3;2;1;3;0;0;0;0
2019;4989500;498950001;8823;1;882301;761,59838;49;1;1969;1; ; ; ;1;54698,74;10;4;5;3;1;3;0;0;0;0
2019;4989600;498960001;3697;1;369701;323,58475;48;1;1970;2; ; ; ;1;26063,1866666667;6;3;3;2;1;3;0;0;0;0
2019;4989600;498960002;3697;2;369702;323,58475;21;1;1997;2; ;1; ;5;26063,1866666667;6;3;3;2;4;3;0;0;0;0
2019;4989700;498970001;1655;1;165501;403,53138;73;1;1945;1; ; ; ;4;71236,61;10;4;5;3;3;-1;-3;0;0;0
2019;4989800;498980001;2259;1;225901;613,18375;66;1;1952;2; ; ; ;2;38261,82;9;4;5;3;1;-1;-3;0;0;0
2019;4989900;498990001;8755;1;875501;396,60474;44;1;1974;1; ; ;2;1;20446,9555555556;4;2;2;2;1;3;0;0;0;0
2019;4989900;498990002;8755;2;875502;396,60474;43;1;1975;2; ; ;1;1;20446,9555555556;4;2;2;2;1;3;0;0;0;0
2019;4989900;498990003;8755;3;875503;396,60474;8;1;2010;1;1;2; ;-3;20446,9555555556;4;2;2;2; ;3;0;0;0;0
2019;4990100;499010001;8323;1;832301;566,60274;46;1;1972;2; ; ;2;1;34459,9533333333;8;4;4;2;1;3;0;0;0;0
2019;4990100;499010002;8323;2;832302;566,60274;46;1;1972;1; ; ;1;1;34459,9533333333;8;4;4;2;-9;3;0;0;0;0
2019;4990900;499090001;6663;1;666301;1043,03;51;1;1967;1; ; ; ;1;25792,47;6;3;3;2;1;3;0;0;0;0
2019;4991000;499100001;899;2;89902;413,59499;38;2;1980;2; ; ;1;1;24386,8777777778;5;2;3;2;1;3;0;0;0;0
2019;4991000;499100002;899;1;89901;413,59499;41;2;1977;1; ; ;2;2;24386,8777777778;5;2;3;2;1;3;0;0;0;0
2019;4991000;499100003;899;3;89903;413,59499;3;2;2015;1;1;2; ;-3;24386,8777777778;5;2;3;2; ;3;0;0;0;0
2019;4991100;499110001;212;1;21201;518,94893;68;1;1950;2; ; ; ;4;29709,04;7;3;4;2;3;-1;-3;0;0;0
2019;4991200;499120001;8400;1;840001;456,95218;69;1;1949;1; ; ;2;4;22612,9066666667;4;2;2;2;3;-1;-3;0;0;0
2019;4991200;499120002;8400;2;840002;456,95218;65;1;1953;2; ; ;1;4;22612,9066666667;4;2;2;2;3;-1;-3;0;0;0
2019;4991900;499190001;6300;1;630001;415,53028;37;2;1981;2; ; ;2;5;15547,3333333333;2;1;1;1;-9;3;0;0;0;0
2019;4991900;499190002;6300;2;630002;415,53028;35;2;1983;1; ; ;1;1;15547,3333333333;2;1;1;1;1;3;0;0;0;0
2019;4991900;499190003;6300;3;630003;415,53028;1;2;2017;2;2;1; ;-3;15547,3333333333;2;1;1;1; ;3;0;0;0;0
2019;4992000;499200001;4086;1;408601;454,79865;50;1;1968;1; ; ;2;1;41752,9266666667;9;4;5;3;1;3;0;0;0;0
2019;4992000;499200002;4086;2;408602;454,79865;49;1;1969;2; ; ;1;1;41752,9266666667;9;4;5;3;1;3;0;0;0;0
2019;4992100;499210001;1667;1;166701;860,61547;59;1;1959;1; ; ; ;2;26084,58;6;3;3;2;1;3;0;0;0;0
2019;4992200;499220002;6069;1;606901;1134,73601;49;3;1969;2; ; ;2;1;20127,712;3;2;2;2;1;3;0;0;0;0
2019;4992200;499220003;6069;2;606902;1134,73601;48;3;1970;1; ; ;1;1;20127,712;3;2;2;2;1;3;0;0;0;0
2019;4992200;499220004;6069;3;606903;1134,73601;20;3;1998;1;2;1; ;1;20127,712;3;2;2;2;1;3;0;0;0;0
2019;4992200;499220005;6069;4;606904;1134,73601;15;3;2003;2;2;1; ;5;20127,712;3;2;2;2; ;3;0;0;0;0
2019;4992500;499250001;5735;1;573501;1188,02788;48;2;1970;1; ; ;2;1;38210,0133333333;9;4;5;3;1;3;0;0;0;0
2019;4992500;499250002;5735;2;573502;1188,02788;47;2;1971;2; ; ;1;1;38210,0133333333;9;4;5;3;1;3;0;0;0;0
2019;4992600;499260001;7192;1;719201;759,41998;78;1;1940;2; ; ; ;4;32384,16;8;3;4;2;3;-1;-3;0;0;0
2019;4992800;499280001;5378;1;537801;656,63971;77;1;1941;1; ; ;2;4;90501,3066666667;10;4;5;3;1;-1;-3;0;0;0
2019;4992800;499280002;5378;2;537802;656,63971;74;1;1944;2; ; ;1;5;90501,3066666667;10;4;5;3;-9;-1;-3;0;0;0
2019;4992900;499290001;7147;1;714701;802,60914;70;1;1948;2; ; ; ;4;14420,84;2;1;1;1;3;-1;-3;1;0;1
2019;4993000;499300001;1254;2;125402;797,87395;55;2;1963;2; ; ;1;1;51739,5533333333;10;4;5;3;1;3;0;0;0;0
2019;4993000;499300002;1254;1;125401;797,87395;58;2;1960;1; ; ;2;1;51739,5533333333;10;4;5;3;1;3;0;0;0;0
2019;4993100;499310001;5879;1;587901;443,1998;50;1;1968;2; ; ; ;1;28113,79;6;3;3;2;1;3;0;0;0;0
2019;4993100;499310002;5879;2;587902;443,1998;18;1;2000;1; ;1; ;1;28113,79;6;3;3;2;1;3;0;0;0;0
2019;4993100;499310003;5879;3;587903;443,1998;17;1;2001;2; ;1; ;5;28113,79;6;3;3;2; ;3;0;0;0;0
2019;4993200;499320001;4308;1;430801;1418,21401;62;1;1956;2; ; ; ;4;16092,96;2;1;1;1;3;-1;-3;1;1;0
2019;4993300;499330001;2470;1;247001;1192,41319;47;1;1971;1; ; ;2;3;21870,43;4;2;2;2;1;3;0;0;0;0
2019;4993300;499330002;2470;2;247002;1192,41319;41;1;1977;2; ; ;1;1;21870,43;4;2;2;2;1;3;0;0;0;0
2019;4993300;499330004;2470;3;247003;1192,41319;17;1;2001;2;1;2; ;5;21870,43;4;2;2;2; ;3;0;0;0;0
2019;4993500;499350001;2194;1;219401;477,09435;71;1;1947;2; ; ; ;4;46870,28;10;4;5;3;3;-1;-3;0;0;0
2019;4993600;499360001;9222;1;922201;739,39911;60;1;1958;1; ; ;2;1;16813,175;2;1;1;1;1;-1;-3;0;0;0
2019;4993600;499360002;9222;2;922202;739,39911;45;1;1973;2; ; ;1;1;16813,175;2;1;1;1;1;3;0;0;0;0
2019;4993600;499360003;9222;3;922203;739,39911;14;1;2004;1;1;2; ;5;16813,175;2;1;1;1; ;3;0;0;0;0
2019;4993700;499370001;2668;1;266801;407,43264;48;1;1970;2; ; ; ;1;22142,4133333333;4;2;2;2;1;3;0;0;0;0
2019;4993700;499370002;2668;2;266802;407,43264;18;1;2000;2; ;1; ;5;22142,4133333333;4;2;2;2;4;3;0;0;0;0
2019;4994100;499410001;2977;1;297701;394,39673;65;1;1953;1; ; ;2;4;45538,4866666667;10;4;5;3;3;-1;-3;0;0;0
2019;4994100;499410002;2977;2;297702;394,39673;62;1;1956;2; ; ;1;4;45538,4866666667;10;4;5;3;3;-1;-3;0;0;0
2019;4994300;499430001;1578;1;157801;1754,22335;48;2;1970;1; ; ;2;1;39509,676;9;4;5;3;1;3;0;0;0;0
2019;4994300;499430002;1578;2;157802;1754,22335;45;2;1973;2; ; ;1;1;39509,676;9;4;5;3;1;3;0;0;0;0
2019;4994300;499430003;1578;3;157803;1754,22335;23;2;1995;1;1;2; ;1;39509,676;9;4;5;3;1;3;0;0;0;0
2019;4994300;499430004;1578;4;157804;1754,22335;19;2;1999;2;1;2; ;1;39509,676;9;4;5;3;1;3;0;0;0;0
2019;4994900;499490001;5196;2;519602;1522,4621;34;1;1984;1; ; ;1;1;15336,5375;2;1;1;1;1;3;0;1;0;1
2019;4994900;499490002;5196;1;519601;1522,4621;36;1;1982;2; ; ;2;1;15336,5375;2;1;1;1;-9;3;0;1;0;1
2019;4994900;499490003;5196;3;519603;1522,4621;11;1;2007;1;2;1; ;-3;15336,5375;2;1;1;1; ;3;0;1;0;1
2019;4994900;499490004;5196;4;519604;1522,4621;8;1;2010;1;2;1; ;-3;15336,5375;2;1;1;1; ;3;0;1;0;1
2019;4994900;499490005;5196;5;519605;1522,4621;3;1;2015;2;2;1; ;-3;15336,5375;2;1;1;1; ;3;0;1;0;1
2019;4995200;499520001;1224;1;122401;1540,83944;56;1;1962;2; ; ;2;1;29564,62;7;3;4;2;-9;3;0;0;0;0
2019;4995200;499520002;1224;2;122402;1540,83944;55;1;1963;1; ; ;1;1;29564,62;7;3;4;2;1;3;0;0;0;0
2019;4995200;499520003;1224;3;122403;1540,83944;23;1;1995;2;2;1; ;3;29564,62;7;3;4;2;1;3;0;0;0;0
2019;4995500;499550001;1115;1;111501;578,30809;60;1;1958;2; ; ; ;1;8480,28;1;1;1;1;1;-1;-3;1;0;1
2019;4995700;499570001;540;1;54001;512,91959;75;2;1943;1; ; ;2;4;23705,6133333333;5;2;3;2;3;-1;-3;0;0;0
2019;4995700;499570002;540;2;54002;512,91959;71;2;1947;2; ; ;1;4;23705,6133333333;5;2;3;2;3;-1;-3;0;0;0
2019;4995800;499580001;785;1;78501;599,89279;60;1;1958;2; ; ;2;4;49912,4866666667;10;4;5;3;3;-1;-3;0;0;0
2019;4995800;499580002;785;2;78502;599,89279;55;1;1963;1; ; ;1;1;49912,4866666667;10;4;5;3;1;3;0;0;0;0
2019;4995900;499590001;8758;1;875801;481,85336;67;1;1951;1; ; ;2;4;19425,9266666667;3;2;2;2;3;-1;-3;0;0;0
2019;4995900;499590002;8758;2;875802;481,85336;56;1;1962;2; ; ;1;1;19425,9266666667;3;2;2;2;1;3;0;0;0;0
2019;4996000;499600001;8544;1;854401;610,52816;66;1;1952;1; ; ;2;4;50859,0533333333;10;4;5;3;3;-1;-3;0;0;0
2019;4996000;499600002;8544;2;854402;610,52816;62;1;1956;2; ; ;1;4;50859,0533333333;10;4;5;3;3;-1;-3;0;0;0
2019;4996300;499630001;9182;1;918201;518,61684;65;1;1953;2; ; ; ;4;15938,97;2;1;1;1;3;-1;-3;0;0;0
2019;4996400;499640001;4982;2;498202;706,67846;24;2;1994;2; ; ;1;3;19125,7333333333;3;2;2;2;4;3;0;0;0;0
2019;4996400;499640002;4982;1;498201;706,67846;28;2;1990;1; ; ;2;1;19125,7333333333;3;2;2;2;1;3;0;0;0;0
2019;4996600;499660001;1213;1;121301;852,68646;48;2;1970;1; ; ;2;1;50703,9388888889;10;4;5;3;1;3;0;0;0;0
2019;4996600;499660002;1213;2;121302;852,68646;38;2;1980;2; ; ;1;5;50703,9388888889;10;4;5;3;2;3;0;0;0;0
2019;4996600;499660003;1213;3;121303;852,68646;0;2;2018;1;1;2; ;-3;50703,9388888889;10;4;5;3; ;3;0;0;0;0
2019;4996800;499680001;221;1;22101;510,30599;72;2;1946;2; ; ;2;4;56834,5466666667;10;4;5;3;3;-1;-3;0;0;0
2019;4996800;499680002;221;2;22102;510,30599;71;2;1947;1; ; ;1;4;56834,5466666667;10;4;5;3;3;-1;-3;0;0;0
2019;4996900;499690001;1160;1;116001;376,50148;39;1;1979;1; ; ;2;1;22293,5142857143;4;2;2;2;1;3;0;0;0;0
2019;4996900;499690002;1160;2;116002;376,50148;38;1;1980;2; ; ;1;2;22293,5142857143;4;2;2;2;1;3;0;0;0;0
2019;4996900;499690003;1160;3;116003;376,50148;10;1;2008;2;1;2; ;-3;22293,5142857143;4;2;2;2; ;3;0;0;0;0
2019;4996900;499690004;1160;4;116004;376,50148;5;1;2013;1;1;2; ;-3;22293,5142857143;4;2;2;2; ;3;0;0;0;0
2019;4997700;499770001;6490;1;649001;395,0815;50;2;1968;2; ; ;2;1;34966,2066666667;8;4;4;2;1;3;0;0;0;0
2019;4997700;499770002;6490;2;649002;395,0815;49;2;1969;1; ; ;1;1;34966,2066666667;8;4;4;2;1;3;0;0;0;0
2019;4997800;499780001;1609;1;160901;323,10388;69;1;1949;2; ; ; ;4;16939,33;2;1;1;1;3;-1;-3;0;0;0
2019;4997900;499790001;3257;1;325701;988,79502;36;1;1982;2; ; ; ;1;27572,26;6;3;3;2;1;3;0;0;0;0
2019;4998300;499830001;6306;1;630601;391,36476;78;2;1940;1; ; ;2;4;15944,08;2;1;1;1;3;-1;-3;0;0;0
2019;4998300;499830002;6306;2;630602;391,36476;74;2;1944;2; ; ;1;4;15944,08;2;1;1;1;-9;-1;-3;0;0;0
2019;4998400;499840001;2886;1;288601;388,67852;78;1;1940;1; ; ; ;4;32911,94;8;3;4;2;3;-1;-3;0;0;0
2019;4998500;499850001;510;1;51001;702,71923;65;2;1953;1; ; ;2;4;32692,32;8;3;4;2;3;-1;-3;0;0;0
2019;4998500;499850002;510;2;51002;702,71923;64;2;1954;2; ; ;1;4;32692,32;8;3;4;2;3;-1;-3;0;0;0
2019;4999700;499970001;144;3;14403;1504,05958;48;3;1970;2; ; ;2;2;23607,8464285714;5;2;3;2;1;3;0;0;0;0
2019;4999700;499970002;144;2;14402;1504,05958;52;3;1966;1; ; ;3;1;23607,8464285714;5;2;3;2;1;3;0;0;0;0
2019;4999700;499970003;144;1;14401;1504,05958;77;3;1941;1; ; ; ;4;23607,8464285714;5;2;3;2;3;-1;-3;0;0;0
2019;4999700;499970005;144;4;14404;1504,05958;20;3;1998;1;2;3; ;1;23607,8464285714;5;2;3;2;1;3;0;0;0;0
2019;4999700;499970006;144;5;14405;1504,05958;4;3;2014;1;2;3; ;-3;23607,8464285714;5;2;3;2; ;3;0;0;0;0
2019;4999701;499970004;416;1;41601;839,70664;24;1;1994;2; ; ;2;1;36541,8333333333;8;4;4;2;1;3;0;0;0;0
2019;4999701;499970102;416;2;41602;839,70664;25;1;1993;1; ; ; ;1;36541,8333333333;8;4;4;2;1;3;0;0;0;0
2019;5000200;500020001;4770;1;477001;616,8285;79;1;1939;1; ; ; ;4;27895,5;6;3;3;2;3;-1;-3;0;0;0
2019;5000300;500030001;6714;1;671401;680,5677;34;1;1984;1; ; ; ;1;28961,86;7;3;4;2;1;3;0;0;0;0
2019;5000500;500050001;3559;1;355901;575,82798;73;1;1945;2; ; ; ;4;23219,72;5;2;3;2;3;-1;-3;0;0;0
2019;5000700;500070001;8670;1;867001;652,9454;35;1;1983;1; ; ; ;1;39782,04;9;4;5;3;1;3;0;0;0;0
2019;5000800;500080001;2744;2;274402;984,5678;47;2;1971;2; ; ;1;1;35296,43;8;4;4;2;1;3;0;0;0;0
2019;5000800;500080002;2744;1;274401;984,5678;51;2;1967;1; ; ;2;1;35296,43;8;4;4;2;1;3;0;0;0;0
2019;5000800;500080003;2744;3;274403;984,5678;23;2;1995;1;1;2; ;1;35296,43;8;4;4;2;1;3;0;0;0;0
2019;5001500;500150001;7585;2;758502;1276,04209;41;2;1977;2; ; ;1;1;9184,29230769231;1;1;1;1;1;3;0;1;0;1
2019;5001500;500150002;7585;1;758501;1276,04209;42;2;1976;1; ; ;2;1;9184,29230769231;1;1;1;1;1;3;0;1;0;1
2019;5001500;500150003;7585;3;758503;1276,04209;20;2;1998;2;1;2; ;1;9184,29230769231;1;1;1;1;1;3;0;1;0;1
2019;5001500;500150004;7585;4;758504;1276,04209;13;2;2005;2;1;2; ;-3;9184,29230769231;1;1;1;1; ;3;0;1;0;1
2019;5001500;500150005;7585;5;758505;1276,04209;10;2;2008;1;1;2; ;-3;9184,29230769231;1;1;1;1; ;3;0;1;0;1
2019;5001600;500160001;4461;1;446101;1716,13651;52;1;1966;2; ; ; ;1;26664,03;6;3;3;2;1;3;0;0;0;0
2019;5001600;500160002;4461;2;446102;1716,13651;20;1;1998;1; ;1; ;1;26664,03;6;3;3;2;1;3;0;0;0;0
2019;5001600;500160003;4461;3;446103;1716,13651;18;1;2000;1; ;1; ;5;26664,03;6;3;3;2;1;3;0;0;0;0
2019;5002400;500240001;2285;1;228501;697,33889;76;1;1942;2; ; ; ;4;25000,32;5;2;3;2;3;-1;-3;0;0;0
2019;5002900;500290001;327;1;32701;717,06399;62;1;1956;1; ; ;2;4;26654,3733333333;6;3;3;2;1;-1;-3;0;0;0
2019;5002900;500290002;327;2;32702;717,06399;60;1;1958;2; ; ;1;4;26654,3733333333;6;3;3;2;1;-1;-3;0;0;0
2019;5003100;500310001;4697;1;469701;1549,80978;65;1;1953;1; ; ; ;4;12906,82;1;1;1;1;3;-1;-3;1;1;1
2019;5003200;500320002;5489;1;548901;629,70194;69;1;1949;2; ; ; ;4;24932,11;5;2;3;2;3;-1;-3;0;0;0
2019;5003500;500350001;2380;1;238001;202,00875;25;1;1993;1; ; ;2;1;26905,2666666667;6;3;3;2;1;3;0;0;0;0
2019;5003500;500350002;2380;2;238002;202,00875;27;1;1991;2; ; ;1;1;26905,2666666667;6;3;3;2;1;3;0;0;0;0
2019;5003500;500350003;2380;3;238003;202,00875;0;1;2018;2;1;2; ;-3;26905,2666666667;6;3;3;2; ;3;0;0;0;0
2019;5003600;500360001;7592;1;759201;499,29338;65;1;1953;1; ; ; ;4;28860,88;7;3;4;2;1;-1;-3;0;0;0
2019;5004500;500450001;3095;1;309501;1355,64092;59;1;1959;1; ; ; ;4;22531,7;4;2;2;2;3;1;1;1;0;0
2019;5004600;500460001;7896;1;789601;865,74066;58;3;1960;1; ; ;2;1;33570,47;8;3;4;2;1;3;0;0;0;0
2019;5004600;500460002;7896;2;789602;865,74066;55;3;1963;2; ; ;1;1;33570,47;8;3;4;2;1;3;0;0;0;0
2019;5004600;500460003;7896;3;789603;865,74066;25;3;1993;1;1;2; ;5;33570,47;8;3;4;2;4;3;0;0;0;0
2019;5004800;500480001;1717;1;171701;381,3014;56;2;1962;1; ; ;2;2;51293,5;10;4;5;3;1;3;0;0;0;0
2019;5004800;500480002;1717;2;171702;381,3014;54;2;1964;2; ; ;1;1;51293,5;10;4;5;3;1;3;0;0;0;0
2019;5004900;500490001;1685;2;168502;775,29845;80;1;1938;1; ; ;1;4;24343,6933333333;5;2;3;2;3;-1;-3;0;0;0
2019;5004900;500490002;1685;1;168501;775,29845;80;1;1938;2; ; ;2;4;24343,6933333333;5;2;3;2;-9;-1;-3;0;0;0
2019;5005000;500500001;3142;1;314201;634,16971;52;1;1966;1; ; ; ;1;25662,7;5;2;3;2;1;3;0;0;0;0
2019;5005000;500500002;3142;2;314202;634,16971;19;1;1999;1;1; ; ;5;25662,7;5;2;3;2;-9;3;0;0;0;0
2019;5005200;500520001;2993;1;299301;1299,18793;54;1;1964;1; ; ;2;1;24726,2933333333;5;2;3;2;1;3;0;0;0;0
2019;5005200;500520002;2993;2;299302;1299,18793;53;1;1965;2; ; ;1;1;24726,2933333333;5;2;3;2;1;3;0;0;0;0
2019;5005400;500540001;8620;1;862001;382,55728;36;1;1982;2; ; ; ;1;21993,325;4;2;2;2;1;3;0;0;0;0
2019;5005400;500540002;8620;2;862002;382,55728;13;1;2005;1; ;1; ;-3;21993,325;4;2;2;2; ;3;0;0;0;0
2019;5005400;500540003;8620;3;862003;382,55728;9;1;2009;1; ;1; ;-3;21993,325;4;2;2;2; ;3;0;0;0;0
2019;5005500;500550001;2302;1;230201;962,05631;80;1;1938;1; ; ;2;4;32213,0533333333;8;3;4;2;3;-1;-3;0;0;0
2019;5005500;500550002;2302;2;230202;962,05631;70;1;1948;2; ; ;1;4;32213,0533333333;8;3;4;2;3;-1;-3;0;0;0
2019;5005600;500560001;8395;1;839501;305,12925;51;2;1967;2; ; ;2;1;34518,9611111111;8;4;4;2;1;3;0;0;0;0
2019;5005600;500560002;8395;2;839502;305,12925;48;2;1970;1; ; ;1;1;34518,9611111111;8;4;4;2;1;3;0;0;0;0
2019;5005600;500560003;8395;3;839503;305,12925;11;2;2007;1;2;1; ;-3;34518,9611111111;8;4;4;2; ;3;0;0;0;0
2019;5005700;500570001;2037;1;203701;489,34898;45;1;1973;2; ; ; ;3;11109,1923076923;1;1;1;1;2;1;1;1;0;1
2019;5005700;500570002;2037;2;203702;489,34898;6;1;2012;2; ;1; ;-3;11109,1923076923;1;1;1;1; ;1;1;1;0;1
2019;5006000;500600001;1339;1;133901;542,92347;66;1;1952;2; ; ; ;4;15903,44;2;1;1;1;3;-1;-3;0;0;0
2019;5006100;500610001;1591;1;159101;261,89835;54;1;1964;2; ; ; ;1;12971,2;1;1;1;1;1;3;0;1;0;1
2019;5006300;500630001;569;1;56901;452,45073;56;2;1962;1; ; ;2;1;31956,5266666667;8;3;4;2;1;3;0;0;0;0
2019;5006300;500630002;569;2;56902;452,45073;54;2;1964;2; ; ;1;1;31956,5266666667;8;3;4;2;1;3;0;0;0;0
2019;5006500;500650001;630;1;63001;747,25445;56;1;1962;2; ; ; ;2;44158,5466666667;9;4;5;3;1;3;0;0;0;0
