jahr;HID;hgew;D002000;D003000;D004010;D004020;hsize;bundesld;db100;region;oecdregtyp;urtyp;modus
2019;5251900;1749,5991;11;11;2;0;2;9;1;1;1;101;2
2019;5252200;2553,91978;11;11;5;2;5;9;1;1;1;101;2
2019;5252300;1594,95365;11;11;5;1;5;4;3;4;3;410;2
2019;5252400;525,62399;11;11;1;0;1;3;3;4;3;410;1
2019;5252500;1864,86115;11;11;1;0;1;9;1;1;1;101;2
2019;5252600;1654,78195;11;11;3;0;3;3;3;4;3;430;2
2019;5252700; ;11;22;-3;-3; ;8;2;3;-1;-1; 
2019;5253000;962,14684;11;11;1;0;1;4;1;2;2;101;1
2019;5253200;1969,58319;11;11;2;0;2;9;1;1;1;101;1
2019;5254000; ;11;22;-3;-3; ;5;3;4;-1;-1; 
2019;5254200;921,67865;11;11;2;0;2;5;2;3;2;101;2
2019;5254300;359,38122;11;11;2;1;2;7;2;4;3;410;2
2019;5254301;587,29442;11;11;1;0;1;7;3;4;3;310;1
2019;5254400;1241,32693;11;11;2;0;2;8;3;4;3;410;2
2019;5254600;730,9363;11;11;3;0;3;4;2;4;2;310;2
2019;5254700;492,98312;11;11;2;0;2;6;3;4;3;410;2
2019;5254800;608,82535;11;11;1;0;1;9;1;1;1;101;2
2019;5255100;885,24899;11;11;2;0;2;4;3;4;3;410;2
2019;5255300;424,53567;11;11;4;2;4;3;2;3;3;103;2
2019;5255700; ;27;-3;-3;-3; ;5;3;4;-1;-1; 
2019;5255800;479,41982;11;11;1;0;1;4;2;3;2;102;2
2019;5256600;344,33816;11;11;2;0;2;9;1;1;1;101;1
2019;5257100;802,38089;11;11;2;0;2;6;1;2;2;101;2
2019;5257200;781,42032;11;11;1;0;1;9;1;1;1;101;2
2019;5257300; ;11;22;-3;-3; ;3;2;3;-1;-1; 
2019;5257400; ;11;27;-3;-3; ;3;2;4;-1;-1; 
2019;5257500; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;5257600; ;11;28;-3;-3; ;3;3;4;-1;-1; 
2019;5257700; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5257800;405,9481;11;11;2;1;2;2;3;4;2;310;2
2019;5257900;765,58432;11;11;1;0;1;3;2;4;2;310;2
2019;5258100;602,10928;11;11;1;0;1;2;1;2;2;101;2
2019;5258300;592,21652;11;11;2;0;2;8;2;3;1;101;2
2019;5258400;1118,95483;11;11;1;0;1;6;1;2;2;101;2
2019;5258401;1162,09517;11;11;1;0;1;6;1;2;2;101;2
2019;5258500;547,63055;11;11;2;0;2;6;1;2;2;101;2
2019;5258800;578,38665;11;11;1;0;1;3;3;4;2;310;2
2019;5259200; ;11;22;-3;-3; ;2;3;4;-1;-1; 
2019;5259500;540,12586;11;11;4;2;4;4;3;4;3;410;2
2019;5259700;398,37998;11;11;2;0;2;6;2;4;3;220;2
2019;5259900;888,74919;11;11;1;0;1;3;3;4;3;330;1
2019;5260000;404,9944;11;11;1;0;1;9;1;1;1;101;2
2019;5260100;394,1661;11;11;4;2;4;4;3;4;2;410;2
2019;5260200;413,77921;11;11;2;0;2;4;3;4;3;103;2
2019;5260300;735,92095;11;11;1;0;1;9;1;1;1;101;2
2019;5260400;505,79289;11;11;2;0;2;9;1;1;1;101;2
2019;5260700;640,95383;11;11;4;2;4;3;3;4;3;420;1
2019;5261100;471,13512;11;11;1;0;1;9;1;1;1;101;1
2019;5261200;1035,23635;11;11;2;0;2;9;1;1;1;101;2
2019;5261300;650,25357;11;11;1;0;1;3;3;4;3;430;2
2019;5261600;398,07499;11;11;4;2;4;2;2;3;3;103;2
2019;5261700;398,91718;11;11;2;0;2;9;1;1;1;101;2
2019;5262000;501,64389;11;11;2;0;2;2;1;2;2;101;2
2019;5262100;1811,39439;11;11;3;0;3;4;1;2;2;101;2
2019;5262200;552,88563;11;11;1;0;1;3;2;4;2;410;2
2019;5262300;653,95794;11;11;2;0;2;9;1;1;1;101;2
2019;5262400;1581,20325;11;11;3;0;3;9;1;1;1;101;2
2019;5262401;728,93832;11;11;2;0;2;9;1;1;1;101;1
2019;5262500;713,46616;11;11;1;0;1;9;1;1;1;101;2
2019;5262501; ;21;-3;-3;-3; ;9;1;1;-1;-1; 
2019;5262600;482,03088;11;11;1;0;1;3;2;3;2;101;1
2019;5263000;549,85622;11;11;1;0;1;9;1;1;1;101;2
2019;5263300; ;-3;-3;-3;-3; ;9;1;1;-1;-1; 
2019;5263400;501,47799;11;11;2;0;2;2;3;4;3;410;2
2019;5263800;1623,64252;11;11;4;2;4;4;1;2;2;101;1
2019;5263900;563,34972;11;11;4;2;4;6;1;2;2;101;1
2019;5264000;369,19645;11;11;3;1;3;6;3;4;3;420;2
2019;5264300;1189,45694;11;11;2;0;2;3;3;4;2;310;2
2019;5264400;272,29955;11;11;2;0;2;6;1;2;2;101;2
2019;5264500;534,10771;11;11;2;0;2;3;2;3;3;103;1
2019;5265300;932,88752;11;11;1;0;1;9;1;1;1;101;2
2019;5265400;577,27308;11;11;2;0;2;4;2;4;3;310;2
2019;5265900;711,28573;11;11;1;0;1;9;1;1;1;101;2
2019;5266100;569,02995;11;11;1;0;1;3;3;4;3;310;1
2019;5266900;344,39675;11;11;2;0;2;5;2;4;2;101;2
2019;5267000;572,99602;11;11;2;0;2;3;3;4;3;310;2
2019;5267200;546,44874;11;11;2;0;2;7;2;4;3;210;1
2019;5267300;569,70986;11;11;1;0;1;3;3;4;3;420;1
2019;5267400;358,4789;11;11;2;0;2;9;1;1;1;101;2
2019;5267500;410,38421;11;11;2;0;2;9;1;1;1;101;2
2019;5267600;653,17083;11;11;2;0;2;9;1;1;1;101;1
2019;5267700;709,71827;11;11;1;0;1;9;1;1;1;101;2
2019;5267800;993,18919;11;11;1;0;1;8;3;4;3;410;1
2019;5268000;457,30138;11;11;2;0;2;5;2;4;2;310;2
2019;5268200;532,3433;11;11;1;0;1;9;1;1;1;101;2
2019;5268300; ;-3;-3;-3;-3; ;9;1;1;-1;-1; 
2019;5269300;302,738;11;11;4;2;4;4;3;4;3;430;2
2019;5269400;423,08903;11;11;2;0;2;7;3;4;3;410;2
2019;5269600;352,63821;11;11;1;0;1;3;2;3;2;103;2
2019;5269800;550,24398;11;11;2;0;2;3;3;4;3;310;2
2019;5270000;724,44652;11;11;1;0;1;9;1;1;1;101;2
2019;5270100; ;11;21;-3;-3; ;7;3;4;-1;-1; 
2019;5270200;556,59654;11;11;2;0;2;3;3;4;3;420;1
2019;5270300;548,31992;11;11;3;0;3;4;3;4;3;410;2
2019;5270500;845,13332;11;11;2;0;2;6;3;4;3;430;1
2019;5270600;928,14879;11;11;2;0;2;1;3;4;3;430;2
2019;5270700;549,82541;11;11;2;0;2;5;3;4;2;210;2
2019;5270900;1958,04096;11;11;4;0;4;4;3;4;3;430;2
2019;5271000;238,06511;11;11;1;0;1;9;1;1;1;101;2
2019;5271800;797,42964;11;11;1;0;1;3;3;4;2;410;2
2019;5271900;1099,99765;11;11;3;0;3;3;3;4;3;410;1
2019;5272000;787,11109;11;11;1;0;1;9;1;1;1;101;2
2019;5272100;306,32746;11;11;2;0;2;8;2;3;3;103;2
2019;5272200;619,32288;11;11;1;0;1;7;3;4;3;430;1
2019;5272500;601,57884;11;11;2;0;2;1;2;4;3;210;2
2019;5272700; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;5272800;531,61514;11;11;4;2;4;5;3;4;3;420;1
2019;5272900;662,31692;11;11;2;0;2;9;1;1;1;101;2
2019;5273000; ;11;22;-3;-3; ;1;3;4;-1;-1; 
2019;5273200;510,20191;11;11;2;0;2;1;3;4;3;320;1
2019;5273500;588,91359;11;11;2;0;2;4;2;3;2;101;1
2019;5273900;1885,13987;11;11;3;0;3;4;2;3;2;102;2
2019;5274000;296,0748;11;11;2;0;2;9;1;1;1;101;1
2019;5274100;603,59835;11;11;1;0;1;3;2;3;2;101;2
2019;5274300;560,8838;11;11;2;0;2;4;3;4;3;410;2
2019;5274500;526,8452;11;11;2;0;2;3;3;3;3;220;2
2019;5274600;653,46064;11;11;4;2;4;9;1;1;1;101;1
2019;5274700;1426,12644;11;11;5;1;5;2;1;2;2;101;1
2019;5274900; ;11;22;-3;-3; ;7;2;4;-1;-1; 
2019;5275200;849,29357;11;11;1;0;1;3;3;4;3;310;1
2019;5275300;1129,06495;11;11;2;0;2;9;1;1;1;101;2
2019;5275500;946,28521;11;11;3;1;3;9;1;1;1;101;2
2019;5275700; ;11;22;-3;-3; ;7;3;4;-1;-1; 
2019;5275900;1229,93934;11;11;6;1;6;3;2;4;3;410;1
2019;5276100;652,12874;11;11;2;0;2;6;1;2;2;101;2
2019;5277700; ;11;22;-3;-3; ;7;2;4;-1;-1; 
2019;5278300;898,62339;11;11;1;0;1;6;3;4;2;410;1
2019;5278400; ;11;21;-3;-3; ;4;2;3;-1;-1; 
2019;5278600; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5278700;844,82503;11;11;1;0;1;9;1;1;1;101;2
2019;5278900;684,10074;11;11;2;0;2;3;3;4;3;310;2
2019;5279100; ;11;22;-3;-3; ;6;1;2;-1;-1; 
2019;5279400;627,72953;11;11;1;0;1;9;1;1;1;101;1
2019;5279500; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5279700;601,86622;11;11;1;0;1;6;3;4;3;430;1
2019;5280100;454,6896;11;11;1;0;1;9;1;1;1;101;2
2019;5280200;720,97133;11;11;1;0;1;4;3;4;3;420;1
2019;5280300;553,95589;11;11;2;0;2;6;3;4;3;410;1
2019;5280700;734,81685;11;11;1;0;1;3;3;4;2;310;2
2019;5280900;1082,67812;11;11;5;3;5;4;3;4;3;410;2
2019;5281400;758,74484;11;11;2;0;2;6;3;4;2;310;1
2019;5281800;2111,86493;11;11;4;1;4;9;1;1;1;101;2
2019;5282200; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5282800; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5282900;1464,33012;11;11;3;0;3;8;3;4;3;410;2
2019;5282901;1060,56269;11;11;1;0;1;8;3;4;3;410;2
2019;5283200;409,97021;11;11;4;2;4;3;3;4;3;310;2
2019;5283300;317,56303;11;11;1;0;1;2;1;2;2;101;2
2019;5283301;510,75081;11;11;1;0;1;6;1;2;2;101;2
2019;5283500;397,23639;11;11;2;0;2;5;3;4;2;410;2
2019;5283600;1098,98342;11;11;3;0;3;9;1;1;1;101;2
2019;5283800;394,99649;11;11;2;0;2;4;2;4;3;102;2
2019;5283900;1218,17505;11;11;1;0;1;7;3;4;2;330;2
2019;5284100;374,49676;11;11;3;1;3;3;2;3;3;220;1
2019;5284300;614,39644;11;11;1;0;1;9;1;1;1;101;1
2019;5284400;477,86475;11;11;2;0;2;4;3;4;3;310;1
2019;5284900;1194,55417;11;11;3;0;3;7;3;4;3;410;2
2019;5285000;658,0099;11;11;1;0;1;4;2;3;3;103;2
2019;5285200;909,99664;11;11;1;0;1;4;1;2;2;101;2
2019;5285300; ;11;22;-3;-3; ;6;1;2;-1;-1; 
2019;5286400;373,06401;11;11;2;0;2;4;3;4;3;310;2
2019;5286600;628,66683;11;11;1;0;1;6;3;4;3;430;2
2019;5286700;594,06696;11;11;1;0;1;9;1;1;1;101;2
2019;5286900;791,10337;11;11;4;2;4;9;1;1;1;101;2
2019;5287000;559,1191;11;11;2;0;2;8;3;4;3;410;2
2019;5287100;427,5191;11;11;3;1;3;9;1;1;1;101;1
2019;5287400;823,40721;11;11;2;0;2;2;3;4;2;310;2
2019;5287800;494,66288;11;11;1;0;1;9;1;1;1;101;2
2019;5288000;520,03912;11;11;1;0;1;1;3;4;3;410;1
2019;5288300;739,27529;11;11;1;0;1;2;3;4;3;430;2
2019;5288400;599,76211;11;11;1;0;1;6;3;4;2;310;2
2019;5288500;483,09407;11;11;2;0;2;4;2;3;3;103;1
2019;5288900; ;11;21;-3;-3; ;5;2;4;-1;-1; 
2019;5289000;650,08212;11;11;1;0;1;6;1;2;2;101;1
2019;5289200;467,90946;11;11;1;0;1;9;1;1;1;101;2
2019;5289300;307,18924;11;11;2;0;2;7;3;4;3;410;1
2019;5289400;752,65605;11;11;3;1;3;1;3;4;3;430;1
2019;5289500;837,48865;11;11;2;0;2;3;3;4;3;320;2
2019;5289700;906,46025;11;11;1;0;1;9;1;1;1;101;2
2019;5290100;363,78913;11;11;1;0;1;9;1;1;1;101;2
2019;5290300;244,64199;11;11;3;1;3;7;3;4;3;430;2
2019;5290500;496,03752;11;11;4;1;4;7;3;4;3;420;2
2019;5290600;437,50042;11;11;2;0;2;3;3;4;2;410;2
2019;5290700;383,94954;11;11;2;1;2;7;3;4;2;310;2
2019;5290800;917,14158;11;11;1;0;1;5;2;4;2;101;2
2019;5290900;477,66039;11;11;2;0;2;3;2;4;2;410;1
2019;5291200;215,16293;11;11;1;0;1;9;1;1;1;101;2
2019;5291300;1374,87812;11;11;4;0;4;3;3;4;3;420;1
2019;5291400;382,75663;11;11;1;0;1;9;1;1;1;101;2
2019;5291500;533,11136;11;11;3;0;3;7;3;4;3;410;2
2019;5291600;408,7371;11;11;2;0;2;4;2;4;3;310;2
2019;5291700;893,78941;11;11;3;1;3;9;1;1;1;101;1
2019;5291800;744,65321;11;11;1;0;1;9;1;1;1;101;2
2019;5291900;839,12446;11;11;2;0;2;6;2;3;3;220;1
2019;5292300;356,09905;11;11;3;1;3;9;1;1;1;101;2
2019;5292400;544,245;11;11;1;0;1;3;3;4;3;420;1
2019;5292700; ;11;23;-3;-3; ;4;2;4;-1;-1; 
2019;5292900;1724,00784;11;11;5;1;5;7;3;4;3;430;1
2019;5293100;407,05466;11;11;2;0;2;3;3;4;2;310;2
2019;5293200;1612,5826;11;11;2;0;2;1;3;4;3;420;1
2019;5293300;718,18546;11;11;1;0;1;3;3;4;3;320;1
2019;5293400;482,08547;11;11;1;0;1;6;3;4;3;420;1
2019;5293800;1252,00283;11;11;4;0;4;7;3;4;3;410;1
2019;5294300;377,90773;11;11;1;0;1;7;3;4;3;410;1
2019;5294400;274,24728;11;11;2;0;2;9;1;1;1;101;2
2019;5294600;452,54125;11;11;1;0;1;1;3;4;3;310;2
2019;5294700;1340,90721;11;11;4;0;4;9;1;1;1;101;2
2019;5294800;1269,06503;11;11;5;2;5;2;3;4;3;410;1
2019;5294900;750,89064;11;11;1;0;1;4;1;2;2;101;1
2019;5295100;474,13373;11;11;1;0;1;5;1;2;2;101;2
2019;5295300; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;5295600;460,36952;11;11;1;0;1;3;3;4;3;410;2
2019;5296200;538,95875;11;11;1;0;1;9;1;1;1;101;2
2019;5296300;486,50434;11;11;3;1;3;6;3;4;3;420;1
2019;5296900;522,88895;11;11;3;1;3;8;3;4;1;310;2
2019;5297300;2141,38655;11;11;3;0;3;5;2;4;2;310;1
2019;5297301;639,55561;11;11;2;0;2;5;3;4;2;410;2
2019;5297400;1245,53596;11;11;1;0;1;6;1;2;2;101;2
2019;5297500;671,41385;11;11;1;0;1;2;1;2;2;101;2
2019;5297600; ;11;27;-3;-3; ;2;2;3;-1;-1; 
2019;5297700;377,82293;11;11;2;0;2;9;1;1;1;101;2
2019;5298000;527,57275;11;11;3;1;3;9;1;1;1;101;2
2019;5298100;2579,53444;11;11;4;0;4;8;2;4;1;101;1
2019;5298300;240,73882;11;11;1;0;1;9;1;1;1;101;2
2019;5298400;571,78002;11;11;2;0;2;6;3;4;3;420;1
2019;5298700;938,56598;11;11;3;0;3;2;3;4;3;430;2
2019;5298800;700,33176;11;11;2;0;2;3;3;4;3;430;1
2019;5299200;407,9467;11;11;2;0;2;3;3;4;2;410;2
2019;5299900;1039,25044;11;11;1;0;1;9;1;1;1;101;1
2019;5300700;260,05873;11;11;3;2;3;4;3;4;3;410;2
2019;5301000;278,11318;11;11;3;2;3;9;1;1;1;101;1
2019;5301300;606,39574;11;11;1;0;1;6;3;4;3;430;2
2019;5301600;796,86665;11;11;1;0;1;8;2;3;1;101;1
2019;5301800; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;5301900;416,09359;11;11;2;0;2;6;3;4;3;410;1
2019;5302100;2004,60452;11;11;1;0;1;9;1;1;1;101;2
2019;5302400;558,94551;11;11;2;0;2;6;3;4;3;220;2
2019;5302600;744,22394;11;11;1;0;1;3;3;4;3;330;2
2019;5302601; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;5302800;492,40303;11;11;1;0;1;9;1;1;1;101;1
2019;5302900;234,39839;11;11;2;1;2;9;1;1;1;101;2
2019;5303300;772,88414;11;11;2;0;2;3;3;4;2;410;1
2019;5303500;556,29737;11;11;1;0;1;4;2;3;3;103;2
2019;5303700;298,65633;11;11;1;0;1;3;3;4;2;310;1
2019;5303701; ;11;21;-3;-3; ;3;3;4;-1;-1; 
2019;5304300;705,80244;11;11;1;0;1;9;1;1;1;101;2
2019;5304500; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5304600;381,97318;11;11;2;1;2;2;2;3;3;210;2
2019;5304700;586,77832;11;11;2;0;2;4;3;4;2;310;2
2019;5304900;1177,43578;11;11;1;0;1;9;1;1;1;101;1
2019;5305300;1050,7949;11;11;3;0;3;4;3;4;3;420;2
2019;5305400;857,509;11;11;2;0;2;6;3;4;3;410;1
2019;5305500;732,91666;11;11;2;0;2;3;3;4;3;430;2
2019;5305900; ;11;22;-3;-3; ;6;1;2;-1;-1; 
2019;5306000;354,96254;11;11;2;0;2;6;3;4;3;430;1
2019;5306100;790,26269;11;11;1;0;1;9;1;1;1;101;2
2019;5306200;816,33821;11;11;2;0;2;2;2;3;3;103;1
2019;5306300;648,30902;11;11;1;0;1;4;3;4;3;310;1
2019;5307000;638,38857;11;11;2;0;2;2;3;4;3;410;2
2019;5307100;403,35456;11;11;2;0;2;6;3;4;3;410;1
2019;5307200; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;5421300;979,24371;11;11;1;0;1;4;3;4;3;410;2
2019;5421500;885,92928;11;11;2;0;2;2;2;3;3;103;2
2019;5421700;872,53519;11;11;1;0;1;9;1;1;1;101;2
2019;5422100;569,13917;11;11;1;0;1;4;2;3;2;101;1
2019;5422300;1218,0715;11;11;5;3;5;3;2;4;2;101;1
2019;5422500;110,31267;11;11;2;1;2;6;2;4;3;103;2
2019;5422600;807,29334;11;11;1;0;1;4;1;2;2;101;2
2019;5422800;816,13028;11;11;3;1;3;7;3;4;3;103;1
2019;5423000; ;11;22;-3;-3; ;5;1;2;-1;-1; 
2019;5423100;745,95429;11;11;1;0;1;9;1;1;1;101;2
2019;5423600;443,7173;11;11;4;2;4;6;3;4;2;410;2
2019;5424300;426,62401;11;11;1;0;1;2;3;4;3;410;2
2019;5424400;2708,5378;11;11;3;1;3;9;1;1;1;101;2
2019;5424600;400,608;11;11;1;0;1;3;2;3;3;310;1
2019;5424700;1474,96518;11;11;1;0;1;8;2;3;1;101;1
2019;5425100;533,77266;11;11;2;0;2;7;3;4;3;410;1
2019;5425500;562,00249;11;11;2;0;2;4;2;3;2;102;1
2019;5425700;561,83376;11;11;1;0;1;9;1;1;1;101;2
2019;5425800; ;11;21;-3;-3; ;6;1;2;-1;-1; 
2019;5426200;693,10771;11;11;1;0;1;8;2;3;1;101;2
2019;5426300; ;-3;-3;-3;-3; ;6;3;4;-1;-1; 
2019;5426400;381,97329;11;11;1;0;1;2;3;3;3;210;1
2019;5426500;522,63673;11;11;1;0;1;6;2;4;3;103;2
2019;5426600;504,79238;11;11;1;0;1;3;2;4;2;310;1
2019;5426700; ;11;21;-3;-3; ;4;2;4;-1;-1; 
2019;5426800;741,11837;11;11;2;0;2;3;2;3;2;101;1
2019;5427000; ;11;28;-3;-3; ;7;3;4;-1;-1; 
2019;5427400;359,57193;11;11;1;0;1;2;3;4;3;410;1
2019;5427800;991,53432;11;11;3;0;3;8;2;3;1;101;2
2019;5428000; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;5428100;645,67127;11;11;2;0;2;1;3;4;3;410;1
2019;5428300; ;11;22;-3;-3; ;7;3;4;-1;-1; 
2019;5428400;569,40587;11;11;4;2;4;3;3;4;2;430;1
2019;5428500;457,10954;11;11;2;0;2;4;2;4;3;310;2
2019;5428600;399,2733;11;11;1;0;1;9;1;1;1;101;1
2019;5428900;399,12201;11;11;1;0;1;9;1;1;1;101;1
2019;5429100; ;11;22;-3;-3; ;2;3;4;-1;-1; 
2019;5429300; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;5429400;675,0156;11;11;2;0;2;9;1;1;1;101;1
2019;5429401;683,75397;11;11;1;0;1;9;1;1;1;101;1
2019;5429700; ;11;21;-3;-3; ;6;3;4;-1;-1; 
2019;5429800; ;11;22;-3;-3; ;7;3;4;-1;-1; 
2019;5429900;603,02825;11;11;1;0;1;9;1;1;1;101;2
2019;5430000;959,81836;11;11;1;0;1;9;1;1;1;101;2
2019;5430100;378,46512;11;11;1;0;1;6;3;4;3;310;1
2019;5430200;517,13325;11;11;1;0;1;2;3;3;3;210;1
2019;5430300;570,60249;11;11;2;0;2;4;2;3;2;101;1
2019;5430400;489,6039;11;11;2;0;2;9;1;1;1;101;2
2019;5430700;734,51481;11;11;4;2;4;9;1;1;1;101;2
2019;5430800;1026,17664;11;11;2;0;2;6;1;2;2;101;1
2019;5430900;597,16809;11;11;5;3;5;8;2;3;3;103;1
2019;5431000;899,08511;11;11;4;2;4;8;3;4;1;310;2
2019;5431100;520,37872;11;11;3;0;3;4;3;4;2;410;2
2019;5431400;345,61226;11;11;1;0;1;4;3;4;3;410;2
2019;5431600;583,20271;11;11;2;0;2;8;2;3;1;101;2
2019;5431700;665,03204;11;11;3;0;3;1;3;4;3;430;1
2019;5431900;390,75341;11;11;2;0;2;2;1;2;2;101;2
2019;5432000;420,83336;11;11;2;0;2;6;3;4;3;310;1
2019;5432100; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5432200;508,36943;11;11;1;0;1;7;1;2;2;101;2
2019;5432400;733,05386;11;11;2;0;2;9;1;1;1;101;2
2019;5432500;444,05096;11;11;1;0;1;3;2;3;3;101;1
2019;5432600;531,13159;11;11;1;0;1;5;2;3;2;101;1
2019;5432900;208,72664;11;11;2;1;2;6;1;2;2;101;1
2019;5433000;1270,72878;11;11;5;2;5;6;2;4;3;220;1
2019;5433200; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5433300; ;11;28;-3;-3; ;6;2;3;-1;-1; 
2019;5433500; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5433600;966,32328;11;11;4;1;4;9;1;1;1;101;2
2019;5433900;103,81537;11;11;2;1;2;6;3;4;3;410;1
2019;5434000;702,9159;11;11;1;0;1;4;2;4;3;310;2
2019;5434200;444,35523;11;11;2;0;2;6;1;2;2;101;2
2019;5434300; ;11;21;-3;-3; ;6;3;4;-1;-1; 
2019;5434400;1183,86045;11;11;4;0;4;3;3;4;3;310;1
2019;5434500;838,85431;11;11;1;0;1;8;2;3;1;101;2
2019;5434600;671,79898;11;11;1;0;1;9;1;1;1;101;2
2019;5434900;404,60119;11;11;4;2;4;7;3;4;3;430;1
2019;5435300;523,69619;11;11;1;0;1;3;2;4;2;101;2
2019;5435400;395,98852;11;11;2;0;2;3;3;4;3;410;1
2019;5435500;484,63494;11;11;1;0;1;4;3;4;3;410;1
2019;5435600;167,38426;11;11;3;2;3;9;1;1;1;101;2
2019;5435800;1564,57453;11;11;1;0;1;9;1;1;1;101;2
2019;5436100;412,82265;11;11;2;0;2;5;3;4;2;310;1
2019;5436200;822,38991;11;11;1;0;1;4;2;4;3;220;1
2019;5436300;695,31449;11;11;1;0;1;6;2;4;2;101;2
2019;5436301; ;11;22;-3;-3; ;6;2;4;-1;-1; 
2019;5436400;805,88041;11;11;1;0;1;8;2;3;1;101;1
2019;5436500;800,08019;11;11;4;2;4;4;2;3;2;101;1
2019;5436700;812,57187;11;11;3;0;3;3;2;4;2;101;2
2019;5436900;432,64701;11;11;1;0;1;2;2;3;2;102;2
2019;5437000;641,69805;11;11;1;0;1;4;1;2;2;101;2
2019;5437100;503,7446;11;11;2;0;2;3;3;4;3;420;2
2019;5437200;70,25318;11;11;2;1;2;9;1;1;1;101;2
2019;5437400;588,81648;11;11;2;0;2;2;3;4;3;410;1
2019;5437500;419,99763;11;11;1;0;1;3;2;4;3;410;1
2019;5437700;435,31007;11;11;2;0;2;6;3;4;3;430;1
2019;5437900;345,29055;11;11;1;0;1;9;1;1;1;101;2
2019;5438000;619,87709;11;11;2;0;2;4;3;4;3;310;1
2019;5438200;608,55203;11;11;1;0;1;7;2;4;3;410;2
2019;5438500;385,33695;11;11;1;0;1;9;1;1;1;101;1
2019;5438700;2434,04779;11;11;5;1;5;7;2;4;3;103;1
2019;5438800; ;11;22;-3;-3; ;3;2;4;-1;-1; 
2019;5438900;715,76548;11;11;2;0;2;4;2;4;3;102;2
2019;5439200;607,37783;11;11;1;0;1;2;2;3;2;102;2
2019;5439300;1322,46354;11;11;3;0;3;6;3;4;2;310;1
2019;5439500;417,04345;11;11;2;0;2;3;2;3;3;102;2
2019;5439700; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;5440000;612,41864;11;11;1;0;1;4;2;4;3;310;1
2019;5440600;616,75759;11;11;4;2;4;3;3;4;3;310;2
2019;5440700;639,39975;11;11;2;0;2;9;1;1;1;101;2
2019;5440900;146,64499;11;11;4;2;4;6;3;4;3;420;1
2019;5441000;620,36289;11;11;4;1;4;9;1;1;1;101;1
2019;5441100; ;11;22;-3;-3; ;4;1;2;-1;-1; 
2019;5441200;499,71319;11;11;1;0;1;5;1;2;2;101;2
2019;5441300; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5441500;383,55846;11;11;2;0;2;3;2;4;2;310;1
2019;5441600;610,0359;11;11;1;0;1;2;1;2;2;101;2
2019;5441800;757,04119;11;11;2;0;2;3;2;3;2;103;1
2019;5441900;153,24302;11;11;2;1;2;9;1;1;1;101;1
2019;5442000;1115,88926;11;11;2;0;2;7;2;4;3;410;1
2019;5442200;376,27134;11;11;2;0;2;9;1;1;1;101;2
2019;5442500;512,29703;11;11;2;0;2;4;3;4;3;330;1
2019;5442600;275,09594;11;11;1;0;1;6;1;2;2;101;1
2019;5442900;587,25272;11;11;4;2;4;3;3;4;3;430;2
2019;5443000;629,22494;11;11;4;3;4;8;2;3;1;101;2
2019;5443100;475,27192;11;11;1;0;1;3;2;4;3;101;2
2019;5443200;438,70589;11;11;4;2;4;9;1;1;1;101;1
2019;5443400;885,4773;11;11;1;0;1;3;3;4;2;430;2
2019;5443500;497,66902;11;11;2;0;2;1;2;4;3;102;1
2019;5443900;113,13179;11;11;2;0;2;4;3;4;3;420;1
2019;5444400;429,44847;11;11;1;0;1;6;3;4;2;430;1
2019;5444500;716,95339;11;11;3;1;3;6;1;2;2;101;2
2019;5444600; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5444700;315,40945;11;11;3;1;3;5;3;4;2;430;1
2019;5444800;622,01709;11;11;1;0;1;8;3;4;3;430;2
2019;5444900; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5445000; ;11;22;-3;-3; ;6;2;3;-1;-1; 
2019;5445100;418,58224;11;11;2;0;2;3;3;4;3;310;1
2019;5445200;1079,75986;11;11;3;0;3;7;1;2;2;101;2
2019;5445201; ;11;21;-3;-3; ;7;1;2;-1;-1; 
2019;5445300;1098,64854;11;11;3;1;3;3;3;4;3;420;2
2019;5445500; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5445600;378,68638;11;11;2;0;2;5;3;4;3;420;2
2019;5445800;697,74167;11;11;2;0;2;5;1;2;2;101;2
2019;5445900;370,44405;11;11;1;0;1;9;1;1;1;101;2
