jahr;HID;hgew;D002000;D003000;D004010;D004020;hsize;bundesld;db100;region;oecdregtyp;urtyp;modus
2019;5988700; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5988800;408,76592;11;11;1;0;1;4;3;4;2;310;1
2019;5988900;1843,08159;11;11;1;0;1;7;1;2;2;101;1
2019;5989000;439,0573;11;11;3;0;3;6;2;4;2;101;1
2019;5989100; ;11;22;-3;-3; ;8;2;3;-1;-1; 
2019;5989200; ;11;21;-3;-3; ;4;2;4;-1;-1; 
2019;5989300; ;11;21;-3;-3; ;6;1;2;-1;-1; 
2019;5989400;668,79521;11;11;1;0;1;7;2;3;3;103;1
2019;5989500; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5989600;432,85366;11;11;1;0;1;9;1;1;1;101;1
2019;5989700;396,33712;11;11;2;0;2;9;1;1;1;101;1
2019;5989800;822,2999;11;11;1;0;1;6;2;4;3;103;1
2019;5989900; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5990000; ;11;22;-3;-3; ;3;2;3;-1;-1; 
2019;5990100;689,11638;11;11;1;0;1;9;1;1;1;101;1
2019;5990200; ;11;21;-3;-3; ;7;1;2;-1;-1; 
2019;5990300; ;-3;-3;-3;-3; ;5;3;4;-1;-1; 
2019;5990400; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5990500;358,0874;11;11;2;0;2;6;2;4;3;103;1
2019;5990600; ;11;22;-3;-3; ;6;3;4;-1;-1; 
2019;5990700; ;11;21;-3;-3; ;7;1;2;-1;-1; 
2019;5990800; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5990900; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5991000;386,5024;11;11;2;0;2;6;3;4;2;310;1
2019;5991100;390,9155;11;11;4;2;4;9;1;1;1;101;1
2019;5991200; ;11;22;-3;-3; ;3;2;3;-1;-1; 
2019;5991300;353,5538;11;11;1;0;1;4;3;4;3;410;1
2019;5991400;405,43021;11;11;1;0;1;9;1;1;1;101;1
2019;5991500;413,93588;11;11;2;0;2;4;3;4;2;210;1
2019;5991600; ;11;22;-3;-3; ;5;1;2;-1;-1; 
2019;5991700; ;11;28;-3;-3; ;9;1;1;-1;-1; 
2019;5991800;259,34346;11;11;2;0;2;9;1;1;1;101;1
2019;5991900;489,651;11;11;1;0;1;9;1;1;1;101;1
2019;5992000; ;-3;-3;-3;-3; ;2;2;3;-1;-1; 
2019;5992100;418,5968;11;11;2;0;2;1;3;4;3;310;1
2019;5992200; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5992300; ;11;24;-3;-3; ;5;3;4;-1;-1; 
2019;5992400; ;11;22;-3;-3; ;6;3;4;-1;-1; 
2019;5992500;510,74526;11;11;2;0;2;9;1;1;1;101;1
2019;5992600; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;5992700;393,81022;11;11;2;0;2;3;2;4;3;410;1
2019;5992800;320,97824;11;11;3;1;3;3;3;4;3;430;1
2019;5992900;220,91405;11;11;2;0;2;3;3;4;2;310;1
2019;5993000; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5993100; ;11;28;-3;-3; ;3;3;4;-1;-1; 
2019;5993200; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5993300; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;5993400;502,01662;11;11;1;0;1;9;1;1;1;101;1
2019;5993500; ;11;22;-3;-3; ;7;2;3;-1;-1; 
2019;5993600;502,01662;11;11;1;0;1;9;1;1;1;101;1
2019;5993700;226,99267;11;11;1;0;1;6;1;2;2;101;1
2019;5993800; ;11;22;-3;-3; ;8;3;4;-1;-1; 
2019;5993900; ;11;22;-3;-3; ;2;2;3;-1;-1; 
2019;5994000;371,7074;11;11;2;0;2;3;3;4;3;410;1
2019;5994100; ;11;22;-3;-3; ;2;3;4;-1;-1; 
2019;5994200;188,04779;11;11;4;3;4;8;3;4;3;410;1
2019;5994300; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5994400; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5994500;429,66457;11;11;2;0;2;3;3;4;3;210;1
2019;5994600;376,97178;11;11;3;1;3;2;3;4;2;410;1
2019;5994700; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5994800; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;5994900; ;11;24;-3;-3; ;9;1;1;-1;-1; 
2019;5995000; ;11;21;-3;-3; ;7;1;2;-1;-1; 
2019;5995100; ;11;22;-3;-3; ;5;2;4;-1;-1; 
2019;5995200;429,49762;11;11;2;0;2;9;1;1;1;101;1
2019;5995300; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5995400; ;11;22;-3;-3; ;8;2;4;-1;-1; 
2019;5995500; ;11;22;-3;-3; ;1;2;3;-1;-1; 
2019;5995600; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5995700; ;11;22;-3;-3; ;7;1;2;-1;-1; 
2019;5995800; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5995900; ;-3;-3;-3;-3; ;6;3;4;-1;-1; 
2019;5996000;405,43021;11;11;1;0;1;9;1;1;1;101;1
2019;5996100; ;11;22;-3;-3; ;3;2;3;-1;-1; 
2019;5996200;463,00791;11;11;1;0;1;5;3;4;2;310;1
2019;5996300; ;11;22;-3;-3; ;6;2;4;-1;-1; 
2019;5996400; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5996500; ;11;22;-3;-3; ;7;1;2;-1;-1; 
2019;5996600;311,88949;11;11;2;0;2;8;2;3;1;101;1
2019;5996700; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5996800;1019,36124;11;11;1;0;1;4;1;2;2;101;1
2019;5996900;1066,60826;11;11;1;0;1;5;1;2;2;101;1
2019;5997000; ;11;22;-3;-3; ;7;2;4;-1;-1; 
2019;5997100;293,67911;11;11;1;0;1;6;3;4;3;410;1
2019;5997200; ;-3;-3;-3;-3; ;4;2;4;-1;-1; 
2019;5997300;398,82934;11;11;1;0;1;6;2;4;2;310;1
2019;5997400;586,89005;11;11;3;0;3;9;1;1;1;101;1
2019;5997500; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;5997600;367,99288;11;11;2;0;2;4;3;4;3;410;1
2019;5997700;383,24962;11;11;2;0;2;9;1;1;1;101;1
2019;5997800; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;5997900; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;5998000; ;21;-3;-3;-3; ;3;3;4;-1;-1; 
2019;5998100;539,11375;11;11;2;0;2;3;2;3;2;101;1
2019;5998200; ;11;22;-3;-3; ;2;3;4;-1;-1; 
2019;5998300;408,37464;11;11;2;0;2;5;3;4;2;310;1
2019;5998400; ;11;22;-3;-3; ;7;1;2;-1;-1; 
2019;5998500;538,19295;11;11;1;0;1;3;3;4;3;420;1
2019;5998600; ;11;28;-3;-3; ;4;2;3;-1;-1; 
2019;5998700;935,14003;11;11;2;0;2;7;2;3;3;103;1
2019;5998800; ;11;22;-3;-3; ;7;2;4;-1;-1; 
2019;5998900; ;11;22;-3;-3; ;6;2;4;-1;-1; 
2019;5999000;214,17865;11;11;4;2;4;4;3;4;3;310;1
2019;5999100; ;26;-3;-3;-3; ;9;1;1;-1;-1; 
2019;5999200; ;11;22;-3;-3; ;6;1;2;-1;-1; 
2019;5999300; ;11;22;-3;-3; ;7;3;4;-1;-1; 
2019;5999400;347,14263;11;11;2;0;2;3;2;4;3;310;1
2019;5999500; ;24;-3;-3;-3; ;3;2;4;-1;-1; 
2019;5999600; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;5999700;906,28211;11;11;2;0;2;3;2;3;2;101;1
2019;5999800;577,93358;11;11;1;0;1;7;2;4;2;101;1
2019;5999900;389,61699;11;11;2;0;2;9;1;1;1;101;1
2019;6000000; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;6000100; ;11;22;-3;-3; ;3;2;4;-1;-1; 
2019;6000200; ;11;22;-3;-3; ;7;1;2;-1;-1; 
2019;6000300; ;21;-3;-3;-3; ;9;1;1;-1;-1; 
2019;6000500;233,40008;11;11;4;2;4;3;3;4;3;410;1
2019;6000600;298,4194;11;11;4;2;4;6;3;4;2;310;1
2019;6000700;430,21363;11;11;1;0;1;3;3;4;2;410;1
2019;6000800; ;11;22;-3;-3; ;4;2;4;-1;-1; 
2019;6000900;355,08862;11;11;3;1;3;3;3;4;2;410;1
2019;6001000; ;11;21;-3;-3; ;3;2;4;-1;-1; 
2019;6001100;566,98787;11;11;2;0;2;7;2;3;3;103;1
2019;6001200;392,82137;11;11;2;0;2;6;2;3;2;102;1
2019;6001300; ;11;22;-3;-3; ;6;1;2;-1;-1; 
2019;6001400; ;-3;-3;-3;-3; ;6;2;3;-1;-1; 
2019;6001500; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;6001600;1401,10089;11;11;3;0;3;4;3;4;2;420;1
2019;6001700; ;11;22;-3;-3; ;7;2;3;-1;-1; 
2019;6001800;476,33552;11;11;2;0;2;6;2;3;2;102;1
2019;6001900; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;6002000; ;11;22;-3;-3; ;3;2;4;-1;-1; 
2019;6002100;350,88825;11;11;2;0;2;7;2;3;3;103;1
2019;6002200; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;6002300; ;11;22;-3;-3; ;5;3;4;-1;-1; 
2019;6002400; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;6002500;941,05655;11;11;1;0;1;9;1;1;1;101;1
2019;6002600;905,14846;11;11;2;0;2;1;3;4;3;310;1
2019;6002700;614,98885;11;11;3;0;3;6;3;4;2;310;1
2019;6002800; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;6002900; ;11;22;-3;-3; ;8;2;3;-1;-1; 
2019;6003000;119,05189;11;11;3;2;3;9;1;1;1;101;1
2019;6003100;407,3374;11;11;2;0;2;3;3;4;3;410;1
2019;6003200; ;11;21;-3;-3; ;1;3;4;-1;-1; 
2019;6003300; ;11;22;-3;-3; ;7;3;4;-1;-1; 
2019;6003400;273,45937;11;11;1;0;1;6;2;3;3;220;1
2019;6003500;785,32246;11;11;3;1;3;2;2;3;3;103;1
2019;6003600;918,41815;11;11;4;0;4;4;3;4;3;420;1
2019;6003700;479,75279;11;11;2;0;2;3;2;4;3;310;1
2019;6003800;773,5657;11;11;3;1;3;8;2;3;1;101;1
2019;6003900;643,61818;11;11;1;0;1;3;2;4;3;101;1
2019;6004000; ;11;22;-3;-3; ;6;2;4;-1;-1; 
2019;6004100; ;11;22;-3;-3; ;1;3;4;-1;-1; 
2019;6004200; ;11;22;-3;-3; ;6;3;4;-1;-1; 
2019;6004300;355,04459;11;11;3;1;3;3;2;3;2;103;1
2019;6004400;370,67785;11;11;1;0;1;4;3;4;3;410;1
2019;6004500; ;11;21;-3;-3; ;3;2;3;-1;-1; 
2019;6004600; ;11;22;-3;-3; ;6;3;3;-1;-1; 
2019;6004700; ;11;22;-3;-3; ;6;1;2;-1;-1; 
2019;6004800; ;11;21;-3;-3; ;6;3;4;-1;-1; 
2019;6004900;446,10904;11;11;2;0;2;1;3;4;3;310;1
2019;6005000; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;6005100; ;11;21;-3;-3; ;2;3;4;-1;-1; 
2019;6005200;397,95305;11;11;2;0;2;4;3;4;3;410;1
2019;6005300; ;26;-3;-3;-3; ;9;1;1;-1;-1; 
2019;6005400; ;11;21;-3;-3; ;6;3;4;-1;-1; 
2019;6005500; ;11;22;-3;-3; ;8;2;3;-1;-1; 
2019;6005600; ;11;21;-3;-3; ;7;3;4;-1;-1; 
2019;6005700;517,8061;11;11;1;0;1;8;2;3;1;101;1
2019;6005800;679,0604;11;11;3;1;3;9;1;1;1;101;1
2019;6005900;429,49762;11;11;2;0;2;9;1;1;1;101;1
2019;6006000;467,23354;11;11;4;2;4;6;1;2;2;101;1
2019;6006100;358,05905;11;11;1;0;1;4;3;4;3;430;1
2019;6006200;568,87645;11;11;1;0;1;2;2;3;2;102;1
2019;6006300; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;6006400;464,33889;11;11;4;2;4;3;2;3;3;210;1
2019;6006500;302,03334;11;11;4;2;4;9;1;1;1;101;1
2019;6006600; ;11;22;-3;-3; ;4;2;4;-1;-1; 
2019;6006700;484,8216;11;11;2;0;2;3;2;4;3;103;1
2019;6006800; ;11;22;-3;-3; ;3;2;3;-1;-1; 
2019;6006900;322,83479;11;11;2;0;2;3;2;4;2;101;1
2019;6007000;638,4076;11;11;1;0;1;6;1;2;2;101;1
2019;6007100;705,3854;11;11;2;0;2;7;1;2;2;101;1
2019;6007200;494,03193;11;11;1;0;1;6;1;2;2;101;1
2019;6007300; ;26;-3;-3;-3; ;9;1;1;-1;-1; 
2019;6007400;117,85267;11;11;2;1;2;3;3;4;3;310;1
2019;6007500;329,12508;11;11;1;0;1;3;3;4;3;210;1
2019;6007600;370,8972;11;11;2;0;2;4;3;4;3;420;1
2019;6007700;255,90962;11;11;1;0;1;3;3;4;3;430;1
2019;6007800; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;6007900;505,47887;11;11;1;0;1;3;3;4;3;410;1
2019;6008000;541,59477;11;11;3;1;3;7;3;4;3;430;1
2019;6008100; ;11;22;-3;-3; ;1;3;4;-1;-1; 
2019;6008200; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;6008300; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;6008400; ;11;24;-3;-3; ;9;1;1;-1;-1; 
2019;6008500;600,59466;11;11;2;0;2;4;1;2;2;101;1
2019;6008600; ;11;22;-3;-3; ;4;2;4;-1;-1; 
2019;6008700;534,9353;11;11;1;0;1;1;2;3;3;103;1
2019;6008800;644,52019;11;11;1;0;1;1;2;4;3;220;1
2019;6008900;535,87675;11;11;3;0;3;7;3;4;3;410;1
2019;6009000; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;6009100; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;6009200;375,06702;11;11;3;1;3;7;3;4;3;410;1
2019;6009300; ;-3;-3;-3;-3; ;9;1;1;-1;-1; 
2019;6009400;597,27328;11;11;2;0;2;2;1;2;2;101;1
2019;6009500; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;6009600; ;11;22;-3;-3; ;3;2;4;-1;-1; 
2019;6009700; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;6009800; ;11;22;-3;-3; ;2;3;4;-1;-1; 
2019;6009900; ;11;21;-3;-3; ;3;2;3;-1;-1; 
2019;6010000;658,45472;11;11;1;0;1;3;2;3;3;210;1
2019;6010100;482,03004;11;11;3;1;3;3;2;3;3;103;1
2019;6010200;425,61947;11;11;2;0;2;3;2;3;3;103;1
2019;6010300; ;11;22;-3;-3; ;7;2;4;-1;-1; 
2019;6010400;632,63072;11;11;1;0;1;3;3;4;3;420;1
2019;6010500;412,3862;11;11;1;0;1;3;3;4;3;330;1
2019;6010600; ;11;27;-3;-3; ;9;1;1;-1;-1; 
2019;6010700; ;11;22;-3;-3; ;3;2;4;-1;-1; 
2019;6010800; ;11;22;-3;-3; ;6;1;2;-1;-1; 
2019;6010900; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;6011000; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;6011100;554,50796;11;11;4;2;4;3;2;4;2;320;1
2019;6011200; ;11;22;-3;-3; ;5;1;2;-1;-1; 
2019;6011300;493,03479;11;11;2;0;2;3;3;4;3;410;1
2019;6011400; ;11;22;-3;-3; ;3;2;4;-1;-1; 
2019;6011500;711,6325;11;11;1;0;1;6;2;4;3;103;1
2019;6011600; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;6011700; ;11;22;-3;-3; ;6;3;4;-1;-1; 
2019;6011800;365,78369;11;11;3;1;3;4;2;4;3;410;1
2019;6011900;242,99287;11;11;2;0;2;8;3;4;1;310;1
2019;6012000; ;-3;-3;-3;-3; ;4;3;4;-1;-1; 
2019;6012100; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;6012200;392,36242;11;11;2;0;2;3;3;4;3;420;1
2019;6012300; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;6012400; ;24;-3;-3;-3; ;5;2;4;-1;-1; 
2019;6012500; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;6012600;448,37035;11;11;1;0;1;9;1;1;1;101;1
2019;6012700; ;11;22;-3;-3; ;7;2;4;-1;-1; 
2019;6012800;356,78525;11;11;2;0;2;6;3;4;3;310;1
2019;6012900; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;6013000; ;11;27;-3;-3; ;4;2;4;-1;-1; 
2019;6013100; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;6013200; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;6013300; ;11;21;-3;-3; ;3;2;4;-1;-1; 
2019;6013400;426,11492;11;11;2;0;2;3;3;4;3;410;1
2019;6013500; ;11;22;-3;-3; ;7;2;4;-1;-1; 
2019;6013600; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;6013700;1323,78054;11;11;3;0;3;2;3;4;3;430;1
2019;6013800;531,0372;11;11;1;0;1;6;1;2;2;101;1
2019;6013900;211,41608;11;11;1;0;1;9;1;1;1;101;1
2019;6014000; ;11;27;-3;-3; ;9;1;1;-1;-1; 
2019;6014100; ;11;22;-3;-3; ;6;3;4;-1;-1; 
2019;6014200;504,5123;11;11;2;0;2;9;1;1;1;101;1
2019;6014300; ;-3;-3;-3;-3; ;9;1;1;-1;-1; 
2019;6014400; ;11;22;-3;-3; ;6;3;4;-1;-1; 
2019;6014500; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;6014600;721,9605;11;11;4;1;4;2;3;4;2;310;1
2019;6014700;636,77082;11;11;3;0;3;3;3;4;3;310;1
2019;6014800;628,79748;11;11;1;0;1;4;2;4;3;210;1
2019;6014900; ;11;22;-3;-3; ;6;1;2;-1;-1; 
2019;6015000;569,35789;11;11;3;1;3;9;1;1;1;101;1
2019;6015100;294,72892;11;11;2;0;2;6;3;4;3;410;1
2019;6015200;356,24605;11;11;2;0;2;6;2;4;3;103;1
2019;6015300; ;11;22;-3;-3; ;3;2;3;-1;-1; 
2019;6015400;222,46639;11;11;3;1;3;7;3;4;3;410;1
2019;6015500; ;11;22;-3;-3; ;4;2;3;-1;-1; 
2019;6015600; ;-3;-3;-3;-3; ;9;1;1;-1;-1; 
2019;6015700;491,90514;11;11;1;0;1;6;1;2;2;101;1
2019;6015800; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;6015900;568,68718;11;11;4;2;4;9;1;1;1;101;1
2019;6016000; ;11;22;-3;-3; ;5;3;4;-1;-1; 
2019;6016100; ;11;22;-3;-3; ;1;3;4;-1;-1; 
2019;6016200; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;6016300;322,70693;11;11;1;0;1;3;2;3;3;210;1
2019;6016400; ;11;22;-3;-3; ;8;2;4;-1;-1; 
2019;6016500;665,85826;11;11;3;1;3;3;3;4;2;410;1
2019;6016600;528,6766;11;11;3;1;3;2;2;4;3;410;1
2019;6016700; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;6016800;565,73485;11;11;3;1;3;4;2;4;2;310;1
2019;6016900;811,05644;11;11;2;0;2;4;2;3;3;103;1
2019;6017000; ;11;21;-3;-3; ;6;3;4;-1;-1; 
2019;6017100;198,73885;11;11;4;2;4;7;3;4;3;410;1
2019;6017200; ;11;22;-3;-3; ;3;2;4;-1;-1; 
2019;6017300; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;6017400; ;11;22;-3;-3; ;4;1;2;-1;-1; 
2019;6017500;303,65967;11;11;4;2;4;4;3;4;2;310;1
2019;6017600;294,47251;11;11;1;0;1;3;3;4;3;420;1
2019;6017700;497,27299;11;11;3;1;3;8;3;4;1;310;1
2019;6017800; ;11;24;-3;-3; ;6;1;2;-1;-1; 
2019;6017900; ;11;28;-3;-3; ;9;1;1;-1;-1; 
2019;6018000;268,52779;11;11;1;0;1;4;3;4;3;410;1
2019;6018100; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;6018200; ;11;22;-3;-3; ;4;1;2;-1;-1; 
2019;6018300; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;6018400; ;11;21;-3;-3; ;3;3;4;-1;-1; 
2019;6018500; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;6018600; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;6018700;320,77591;11;11;2;0;2;4;2;4;3;410;1
2019;6018800;308,84148;11;11;2;0;2;3;3;4;3;310;1
2019;6018900; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;6019000;389,56971;11;11;2;0;2;3;3;4;2;410;1
2019;6019100; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;6019200;573,31768;11;11;1;0;1;8;2;4;3;410;1
2019;6019300;474,9151;11;11;1;0;1;3;2;4;2;101;1
2019;6019400;924,66883;11;11;4;0;4;3;3;4;2;410;1
2019;6019500;417,07659;11;11;2;0;2;4;3;4;2;310;1
2019;6019600;496,88863;11;11;1;0;1;2;2;3;3;210;1
2019;6019700; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;6019800;544,08966;11;11;1;0;1;6;2;4;2;101;1
2019;6019900; ;11;22;-3;-3; ;6;3;4;-1;-1; 
2019;6020000; ;11;22;-3;-3; ;3;2;4;-1;-1; 
2019;6020100;313,54159;11;11;3;1;3;4;3;4;3;410;1
2019;6020200; ;11;21;-3;-3; ;6;2;4;-1;-1; 
2019;6020300; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;6020400;315,43895;11;11;1;0;1;6;2;3;2;310;1
2019;6020500;369,97897;11;11;2;0;2;6;3;4;3;430;1
2019;6020600; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;6020700; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;6020800; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;6020900;312,9145;11;11;2;0;2;6;3;4;3;430;1
2019;6021000; ;11;22;-3;-3; ;5;1;2;-1;-1; 
2019;6021100; ;26;-3;-3;-3; ;9;1;1;-1;-1; 
2019;6021200;367,98891;11;11;1;0;1;9;1;1;1;101;1
2019;6021300;470,40738;11;11;5;3;5;2;3;4;3;430;1
2019;6021400;406,21894;11;11;1;0;1;4;2;3;3;220;1
2019;6021500;644,90852;11;11;2;0;2;1;3;4;3;430;1
2019;6021600; ;11;22;-3;-3; ;2;3;4;-1;-1; 
2019;6021700;481,99614;11;11;1;0;1;6;1;2;2;101;1
2019;6021800;272,40974;11;11;1;0;1;4;2;4;3;210;1
2019;6021900;299,5341;11;11;2;0;2;8;3;4;3;410;1
2019;6022000; ;11;22;-3;-3; ;2;1;2;-1;-1; 
2019;6022100;505,94143;11;11;4;2;4;8;2;4;1;410;1
2019;6022200;536,93489;11;11;1;0;1;7;1;2;2;101;1
2019;6022300; ;11;21;-3;-3; ;3;2;3;-1;-1; 
2019;6022400; ;11;25;-3;-3; ;7;2;4;-1;-1; 
2019;6022500; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;6022600; ;11;22;-3;-3; ;8;3;4;-1;-1; 
2019;6022700; ;11;22;-3;-3; ;6;2;3;-1;-1; 
2019;6022800;342,05616;11;11;2;0;2;2;3;4;3;410;1
2019;6022900; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;6023000; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;6023100; ;11;21;-3;-3; ;3;2;3;-1;-1; 
2019;6023200;768,13733;11;11;1;0;1;3;2;4;3;101;1
2019;6023300; ;11;22;-3;-3; ;3;2;3;-1;-1; 
2019;6023400;448,26022;11;11;1;0;1;3;3;4;2;410;1
2019;6023500; ;11;21;-3;-3; ;7;1;2;-1;-1; 
2019;6023600; ;11;22;-3;-3; ;4;2;3;-1;-1; 
2019;6023700;578,04068;11;11;1;0;1;5;3;4;3;420;1
2019;6023800; ;11;22;-3;-3; ;7;2;3;-1;-1; 
2019;6023900; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;6024000; ;11;22;-3;-3; ;4;2;4;-1;-1; 
2019;6024100;317,11169;11;11;1;0;1;8;3;4;3;410;1
2019;6024200;744,35664;11;11;1;0;1;7;2;3;3;103;1
2019;6024300; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;6024400;386,74014;11;11;2;0;2;6;3;4;3;430;1
2019;6024500; ;-3;-3;-3;-3; ;9;1;1;-1;-1; 
2019;6024600; ;11;21;-3;-3; ;9;1;1;-1;-1; 
2019;6024700;580,17294;11;11;2;0;2;8;2;3;1;101;1
2019;6024800; ;11;22;-3;-3; ;6;3;4;-1;-1; 
2019;6024900; ;11;22;-3;-3; ;3;3;4;-1;-1; 
2019;6025000; ;11;21;-3;-3; ;4;2;3;-1;-1; 
2019;6025100; ;11;22;-3;-3; ;3;2;3;-1;-1; 
2019;6025200; ;11;22;-3;-3; ;3;2;4;-1;-1; 
2019;6025300; ;11;21;-3;-3; ;6;1;2;-1;-1; 
2019;6025400;601,876;11;11;3;2;3;1;2;4;3;220;1
2019;6025500;1455,28748;11;11;5;3;5;5;1;2;2;101;1
2019;6025600; ;11;22;-3;-3; ;3;2;3;-1;-1; 
2019;6025700; ;11;22;-3;-3; ;4;1;2;-1;-1; 
2019;6025800; ;11;22;-3;-3; ;5;1;2;-1;-1; 
2019;6025900; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;6026000; ;11;22;-3;-3; ;7;3;4;-1;-1; 
2019;6026100; ;11;22;-3;-3; ;6;2;3;-1;-1; 
2019;6026200;370,26056;11;11;1;0;1;1;3;4;3;410;1
2019;6026300; ;11;22;-3;-3; ;3;2;3;-1;-1; 
2019;6026400;1033,21649;11;11;3;0;3;3;3;4;2;410;1
2019;6026500; ;11;21;-3;-3; ;2;2;3;-1;-1; 
2019;6026600;442,53798;11;11;1;0;1;4;2;4;3;102;1
2019;6026700; ;11;22;-3;-3; ;9;1;1;-1;-1; 
2019;6026800;1122,51151;11;11;3;0;3;3;3;4;3;410;1
2019;6026900;489,91816;11;11;3;1;3;3;2;3;3;103;1
2019;6027000; ;11;28;-3;-3; ;3;3;3;-1;-1; 
2019;6027100;342,17696;11;11;3;1;3;6;3;3;3;220;1
2019;6027200;211,88126;11;11;2;0;2;8;2;4;1;410;1
2019;6027300;340,99741;11;11;4;2;4;6;3;4;3;430;1
2019;6027400; ;11;22;-3;-3; ;7;2;3;-1;-1; 
2019;6027500;293,37829;11;11;1;0;1;6;1;2;2;101;1
2019;6027600; ;11;22;-3;-3; ;4;3;4;-1;-1; 
2019;6027700;700,60426;11;11;2;0;2;5;1;2;2;101;1
2019;6027800; ;11;21;-3;-3; ;3;3;4;-1;-1; 
2019;6027900; ;11;22;-3;-3; ;5;1;2;-1;-1; 
2019;6028000;405,43021;11;11;1;0;1;9;1;1;1;101;1
2019;6028100;127,52301;11;11;2;1;2;3;3;4;3;310;1
2019;6028200; ;11;21;-3;-3; ;3;3;4;-1;-1; 
2019;6028300;246,98055;11;11;1;0;1;3;2;3;3;103;1
2019;6028400;312,30736;11;11;1;0;1;1;3;4;3;430;1
2019;6028500; ;11;22;-3;-3; ;3;2;3;-1;-1; 
2019;6028600; ;-3;-3;-3;-3; ;4;3;4;-1;-1; 
2019;6028700; ;-3;-3;-3;-3; ;6;3;3;-1;-1; 
2019;6028800; ;11;22;-3;-3; ;5;3;4;-1;-1; 
2019;6028900; ;11;22;-3;-3; ;1;3;4;-1;-1; 
